# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 189.000000, dip 62.000000, rake -88.000000
-150.424863 61.198775 57.500000 20.131268 34.210684 42.263191
-150.415446 61.198775 57.500000 22.028714 37.748561 46.560047
-150.406029 61.198775 57.500000 23.895867 41.423214 50.981560
-150.396612 61.198775 57.500000 25.719519 45.232461 55.520269
-150.387194 61.198775 57.500000 27.485403 49.173123 60.167285
-150.377777 61.198775 57.500000 29.178214 53.240930 64.912215
-150.368360 61.198775 57.500000 30.781642 57.430432 69.743089
-150.358943 61.198775 57.500000 32.278438 61.734922 74.646297
-150.349525 61.198775 57.500000 33.650496 66.146346 79.606545
-150.340108 61.198775 57.500000 34.878962 70.655241 84.606826
-150.330691 61.198775 57.500000 35.944375 75.250665 89.628415
-150.321274 61.198775 57.500000 36.826842 79.920155 94.650892
-150.311856 61.198775 57.500000 37.506240 84.649691 99.652187
-150.302439 61.198775 57.500000 37.962459 89.423686 104.608670
-150.293022 61.198775 57.500000 38.175684 94.224997 109.495271
-150.283605 61.198775 57.500000 38.126704 99.034964 114.285646
-150.274187 61.198775 57.500000 37.797272 103.833477 118.952386
-150.264770 61.198775 57.500000 37.170485 108.599082 123.467276
-150.255353 61.198775 57.500000 36.231206 113.309117 127.801599
-150.245936 61.198775 57.500000 34.966508 117.939896 131.926499
-150.236518 61.198775 57.500000 33.366141 122.466928 135.813385
-150.227101 61.198775 57.500000 31.423007 126.865184 139.434387
-150.217684 61.198775 57.500000 29.133644 131.109404 142.762861
-150.208267 61.198775 57.500000 26.498695 135.174443 145.773921
-150.198849 61.198775 57.500000 23.523359 139.035669 148.445013
-150.189432 61.198775 57.500000 20.217799 142.669379 150.756499
-150.180015 61.198775 57.500000 16.597498 146.053255 152.692254
-150.170598 61.198775 57.500000 12.683544 149.166839 154.240256
-150.161180 61.198775 57.500000 8.502815 151.992016 155.393142
-150.151763 61.198775 57.500000 4.088070 154.513502 156.148730
-150.142346 61.198775 57.500000 -0.522098 156.719309 156.510470
-150.132929 61.198775 57.500000 -5.283446 158.601189 156.487811
-150.123511 61.198775 57.500000 -10.146418 160.155030 156.096463
-150.114094 61.198775 57.500000 -15.056650 161.381191 155.358531
-150.104677 61.198775 57.500000 -19.955635 162.284756 154.302502
-150.095260 61.198775 57.500000 -24.781558 162.875698 152.963074
-150.085842 61.198775 57.500000 -29.470296 163.168935 151.380816
-150.076425 61.198775 57.500000 -33.956554 163.184265 149.601643
-150.067008 61.198775 57.500000 -38.175135 162.946176 147.676122
-150.057591 61.198775 57.500000 -42.062299 162.483517 145.658597
-150.048173 61.198775 57.500000 -45.557196 161.829042 143.606164
-150.038756 61.198775 57.500000 -48.603313 161.018827 141.577502
-150.029339 61.198775 57.500000 -51.149909 160.091559 139.631596
-150.019922 61.198775 57.500000 -53.153379 159.087737 137.826385
-150.010504 61.198775 57.500000 -54.578511 158.048776 136.217372
-150.001087 61.198775 57.500000 -55.399570 157.016063 134.856235
-149.991670 61.198775 57.500000 -55.601195 156.029979 133.789501
-149.982253 61.198775 57.500000 -55.179044 155.128921 133.057304
-149.972835 61.198775 57.500000 -54.140172 154.348362 132.692294
-149.963418 61.198775 57.500000 -52.503118 153.719970 132.718722
-149.954001 61.198775 57.500000 -50.297690 153.270822 133.151746
-149.944584 61.198775 57.500000 -47.564446 153.022747 133.996969
-149.935166 61.198775 57.500000 -44.353893 152.991803 135.250246
-149.925749 61.198775 57.500000 -40.725417 153.187923 136.897757
-149.916332 61.198775 57.500000 -36.745983 153.614729 138.916336
-149.906915 61.198775 57.500000 -32.488644 154.269524 141.274066
-149.897497 61.198775 57.500000 -28.030919 155.143458 143.931091
-149.888080 61.198775 57.500000 -23.453070 156.221861 146.840632
-149.878663 61.198775 57.500000 -18.836366 157.484717 149.950171
-149.869246 61.198775 57.500000 -14.261352 158.907281 153.202740
-149.859828 61.198775 57.500000 -9.806209 160.460785 156.538301
-149.850411 61.198775 57.500000 -5.545224 162.113237 159.895148
-149.840994 61.198775 57.500000 -1.547429 163.830259 163.211287
-149.831577 61.198775 57.500000 2.124568 165.575948 166.425776
-149.822159 61.198775 57.500000 5.415543 167.313739 169.479956
-149.812742 61.198775 57.500000 8.278372 169.007219 172.318567
-149.803325 61.198775 57.500000 10.674522 170.620907 174.890715
-149.793908 61.198775 57.500000 12.574309 172.120947 177.150670
-149.784491 61.198775 57.500000 13.956934 173.475720 179.058494
-149.775073 61.198775 57.500000 14.810312 174.656361 180.580486
-149.765656 61.198775 57.500000 15.130728 175.637164 181.689455
-149.756239 61.198775 57.500000 14.922331 176.395894 182.364826
-149.746822 61.198775 57.500000 14.196502 176.913990 182.592590
-149.737404 61.198775 57.500000 12.971129 177.176665 182.365116
-149.727987 61.198775 57.500000 11.269811 177.172925 181.680850
-149.718570 61.198775 57.500000 9.121011 176.895501 180.543905
-149.709153 61.198775 57.500000 6.557209 176.340704 178.963588
-149.699735 61.198775 57.500000 3.614048 175.508234 176.953854
-149.690318 61.198775 57.500000 0.329513 174.400930 174.532735
-149.680901 61.198775 57.500000 -3.256850 173.024485 171.721745
-149.671484 61.198775 57.500000 -7.104664 171.387142 168.545276
-149.662066 61.198775 57.500000 -11.173378 169.499369 165.030018
-149.652649 61.198775 57.500000 -15.422859 167.373529 161.204386
-149.643232 61.198775 57.500000 -19.813909 165.023554 157.097990
-149.633815 61.198775 57.500000 -24.308706 162.464626 152.741144
-149.624397 61.198775 57.500000 -28.871166 159.712875 148.164408
-149.614980 61.198775 57.500000 -33.467240 156.785091 143.398195
-149.605563 61.198775 57.500000 -38.065136 153.698466 138.472411
-149.596146 61.198775 57.500000 -42.635482 150.470351 133.416158
-149.586728 61.198775 57.500000 -47.151430 147.118048 128.257476
-149.577311 61.198775 57.500000 -51.588709 143.658617 123.023133
-149.567894 61.198775 57.500000 -55.925634 140.108722 117.738469
-149.558477 61.198775 57.500000 -60.143073 136.484492 112.427262
-149.549059 61.198775 57.500000 -64.224390 132.801407 107.111652
-149.539642 61.198775 57.500000 -68.155347 129.074216 101.812077
-149.530225 61.198775 57.500000 -71.924003 125.316860 96.547259
-149.520808 61.198775 57.500000 -75.520579 121.542429 91.334197
-149.511390 61.198775 57.500000 -78.937328 117.763125 86.188194
-149.501973 61.198775 57.500000 -82.168381 113.990250 81.122897
-149.492556 61.198775 57.500000 -85.209602 110.234193 76.150353
-149.483139 61.198775 57.500000 -88.058434 106.504446 71.281073
-150.424863 61.203279 57.500000 19.804156 32.571324 40.492987
-150.415446 61.203279 57.500000 21.862004 36.250103 44.994905
