>	GMT_LONLAT										
>#	Data	from	the	full	resolution	GMT	shoreline,	borders,	and	rivers	database
>	Shore	Bin	#	18957,	Level	1					
-122.226306554	37.5474784466	0	0								
-122.227939269	37.54914168	0	0								
-122.227969787	37.5516594186	0	0								
-122.228412299	37.5520866712	0	0								
-122.229190509	37.5520866712	0	0								
-122.229968719	37.5528953994	0	0								
-122.232501717	37.5528953994	0	0								
-122.233356222	37.5537499046	0	0								
-122.234225986	37.5529106584	0	0								
-122.240909438	37.5528953994	0	0								
-122.241687648	37.5536888685	0	0								
-122.244190127	37.5537193866	0	0								
-122.245441367	37.5524681468	0	0								
-122.245441367	37.5516594186	0	0								
-122.245883879	37.5512779431	0	0								
-122.246662089	37.5512779431	0	0								
-122.247531853	37.5520866712	0	0								
-122.24835584	37.5520866712	0	0								
-122.248752575	37.5524986648	0	0								
-122.248386358	37.5528953994	0	0								
-122.247531853	37.5528953994	0	0								
-122.247196155	37.553337911	0	0								
-122.247196155	37.5608300908	0	0								
-122.247974365	37.561638819	0	0								
-122.247913329	37.5624933242	0	0								
-122.248783093	37.5633020523	0	0								
-122.248783093	37.5641718166	0	0								
-122.249668116	37.5649652857	0	0								
-122.24960708	37.56583505	0	0								
-122.252521553	37.5686884871	0	0								
-122.253330282	37.5687190051	0	0								
-122.254200046	37.5695887694	0	0								
-122.255085069	37.5695887694	0	0								
-122.256687266	37.5712520027	0	0								
-122.257557031	37.5712520027	0	0								
-122.258411536	37.5720607309	0	0								
-122.260883497	37.5720759899	0	0								
-122.261692226	37.5728847181	0	0								
-122.262500954	37.5720302129	0	0								
-122.270939193	37.5720759899	0	0								
-122.271717403	37.5712214847	0	0								
-122.273365377	37.5712520027	0	0								
-122.274280919	37.5703822385	0	0								
-122.275028611	37.5703822385	0	0								
-122.275883116	37.5712520027	0	0								
-122.276661326	37.5712520027	0	0								
-122.27753109	37.5720607309	0	0								
-122.278385595	37.5720759899	0	0								
-122.278751812	37.5724727245	0	0								
-122.278751812	37.5733272297	0	0								
-122.28003357	37.5745632105	0	0								
-122.283390555	37.5745632105	0	0								
-122.283863584	37.5749752041	0	0								
-122.283863584	37.5758297093	0	0								
-122.284168765	37.5762264439	0	0								
-122.285053788	37.5762569619	0	0								
-122.285862516	37.5753871977	0	0								
-122.286717021	37.5762569619	0	0								
-122.287495232	37.5753871977	0	0								
-122.289219501	37.5753871977	0	0								
-122.290806439	37.5737544823	0	0								
-122.29344625	37.5737239643	0	0								
-122.293781949	37.5733119707	0	0								
-122.293781949	37.5725032425	0	0								
-122.29500267	37.5711909667	0	0								
-122.296299687	37.5724727245	0	0								
-122.296299687	37.5749752041	0	0								
-122.296696422	37.5753871977	0	0								
-122.306691081	37.5753871977	0	0								
-122.308415351	37.5770504311	0	0								
-122.309224079	37.5770504311	0	0								
-122.309605554	37.5774776837	0	0								
-122.309605554	37.5783321889	0	0								
-122.310856794	37.5795223926	0	0								
-122.31169604	37.5795223926	0	0								
-122.312550546	37.5804226749	0	0								
-122.313328756	37.5804226749	0	0								
-122.314641032	37.5816128786	0	0								
-122.314579995	37.5858548867	0	0								
-122.31544976	37.5866636149	0	0								
-122.315495537	37.5899748226	0	0								
-122.315892271	37.5903868162	0	0								
-122.319996948	37.5904173342	0	0								
-122.321721218	37.5920805676	0	0								
-122.322529946	37.5912260624	0	0								
-122.323384451	37.5912260624	0	0								
-122.324254215	37.5903562982	0	0								
-122.325032425	37.5903868162	0	0								
-122.325856413	37.589578088	0	0								
-122.327550164	37.589578088	0	0								
-122.328358892	37.5887541009	0	0								
-122.33089189	37.5887541009	0	0								
-122.3316701	37.5878843366	0	0								
-122.333440146	37.5879148547	0	0								
-122.334615091	37.5891050584	0	0								
-122.334615091	37.5908293278	0	0								
-122.335912108	37.5920500496	0	0								
-122.336690318	37.5912565805	0	0								
-122.351720455	37.5912260624	0	0								
-122.352559701	37.5904173342	0	0								
-122.354253452	37.5903562982	0	0								
-122.355031662	37.5912260624	0	0								
-122.359197375	37.5912565805	0	0								
-122.360051881	37.5920500496	0	0								
-122.360921645	37.5920500496	0	0								
-122.361699855	37.5928587778	0	0								
-122.362523842	37.5928892958	0	0								
-122.362920577	37.5933318074	0	0								
-122.362920577	37.5941405356	0	0								
-122.364614328	37.595803769	0	0								
-122.364614328	37.5966735332	0	0								
-122.365896086	37.5978637369	0	0								
-122.366689555	37.597894255	0	0								
-122.368749523	37.5999389639	0	0								
-122.368856336	37.6008087282	0	0								
-122.369161517	37.6012817578	0	0								
-122.370840009	37.6012207218	0	0								
-122.371252003	37.6016174563	0	0								
-122.371252003	37.6024719615	0	0								
-122.371725032	37.6028839551	0	0								
-122.373357748	37.6028839551	0	0								
-122.374196994	37.6037537194	0	0								
-122.375860227	37.6037232013	0	0								
-122.377050431	37.6049744411	0	0								
-122.377141985	37.6058289464	0	0								
-122.377920195	37.6066376745	0	0								
-122.377141985	37.6075074388	0	0								
-122.377141985	37.608361944	0	0								
-122.376302739	37.6091401541	0	0								
-122.376302739	37.6099488823	0	0								
-122.375051499	37.6112458991	0	0								
-122.373357748	37.6112458991	0	0								
-122.372579538	37.6121156634	0	0								
-122.370031281	37.6120851453	0	0								
-122.369161517	37.6112153811	0	0								
-122.367559319	37.6112153811	0	0								
-122.366689555	37.610421912	0	0								
-122.365865568	37.610421912	0	0								
-122.365087358	37.6095521477	0	0								
-122.363363088	37.6095216297	0	0								
-122.362523842	37.6087281605	0	0								
-122.361745632	37.6087281605	0	0								
-122.360860609	37.6079194324	0	0								
-122.358419165	37.6079194324	0	0								
-122.357976654	37.6083009079	0	0								
-122.357976654	37.6099794003	0	0								
-122.357198444	37.6108339055	0	0								
-122.357137407	37.6116731518	0	0								
-122.356282902	37.6124666209	0	0								
-122.356252384	37.6141451133	0	0								
-122.356725414	37.6145876249	0	0								
-122.357579919	37.614618143	0	0								
-122.358327611	37.6154116121	0	0								
-122.359197375	37.6154116121	0	0								
-122.360051881	37.6162203403	0	0								
-122.360860609	37.6162203403	0	0								
-122.361745632	37.6170901045	0	0								
-122.363363088	37.6170901045	0	0								
-122.364644846	37.6183108263	0	0								
-122.364644846	37.6191653315	0	0								
-122.365087358	37.6195620661	0	0								
-122.365865568	37.6195620661	0	0								
-122.368032349	37.621637293	0	0								
-122.367162585	37.6225070573	0	0								
-122.367162585	37.6233005264	0	0								
-122.365468833	37.6249942779	0	0								
-122.365468833	37.625803006	0	0								
-122.363775082	37.6274967575	0	0								
-122.364217594	37.6279240101	0	0								
-122.364995804	37.6279240101	0	0								
-122.365865568	37.6287174792	0	0								
-122.368368048	37.6287479973	0	0								
-122.369253071	37.627893492	0	0								
-122.370840009	37.627893492	0	0								
-122.371725032	37.6287479973	0	0								
-122.372579538	37.6287479973	0	0								
-122.373357748	37.6279240101	0	0								
-122.375051499	37.6295872435	0	0								
-122.375860227	37.6295872435	0	0								
-122.376745251	37.6303959716	0	0								
-122.382558938	37.6304112306	0	0								
-122.383337148	37.6295567254	0	0								
-122.385061418	37.6295872435	0	0								
-122.385885405	37.6287174792	0	0								
-122.386724651	37.6295872435	0	0								
-122.388357366	37.6295872435	0	0								
-122.389578088	37.6308079652	0	0								
-122.389578088	37.6324406806	0	0								
-122.389227131	37.6329137102	0	0								
-122.386694133	37.6328831922	0	0								
-122.385885405	37.6336919203	0	0								
-122.382589456	37.6337224384	0	0								
-122.38127718	37.6350041962	0	0								
-122.38127718	37.6358281834	0	0								
-122.382558938	37.6370489052	0	0								
-122.383337148	37.6370489052	0	0								
-122.3850309	37.6387273976	0	0								
-122.388357366	37.6387426566	0	0								
-122.389227131	37.6395513848	0	0								
-122.390829328	37.6395513848	0	0								
-122.391302358	37.6400244144	0	0								
-122.391302358	37.6416113527	0	0								
-122.392080568	37.6424658579	0	0								
-122.392080568	37.6449988556	0	0								
-122.391332876	37.6458075837	0	0								
-122.391332876	37.646662089	0	0								
-122.390051118	37.6479133288	0	0								
-122.389227131	37.6479133288	0	0								
-122.388357366	37.648752575	0	0								
-122.380865187	37.6487220569	0	0								
-122.379186694	37.6504158083	0	0								
-122.377553979	37.6504158083	0	0								
-122.377141985	37.6508125429	0	0								
-122.377080949	37.6541390097	0	0								
-122.376745251	37.6545815213	0	0								
-122.375860227	37.6545815213	0	0								
-122.375524529	37.6549935149	0	0								
-122.375524529	37.655771725	0	0								
-122.378774701	37.6591897459	0	0								
-122.378774701	37.6599679561	0	0								
-122.378332189	37.6603952087	0	0								
-122.375051499	37.6604104677	0	0								
-122.373785	37.6616159304	0	0								
-122.375051499	37.6628824292	0	0								
-122.375860227	37.6628824292	0	0								
-122.376745251	37.6636911574	0	0								
-122.377615015	37.6636911574	0	0								
-122.377950713	37.6641641871	0	0								
-122.377920195	37.6650339513	0	0								
-122.378393225	37.6654154269	0	0								
-122.383413443	37.6653849088	0	0								
-122.384191653	37.6662546731	0	0								
-122.385839628	37.6662546731	0	0								
-122.386724651	37.6654154269	0	0								
-122.390051118	37.6654154269	0	0								
-122.390829328	37.666224155	0	0								
-122.392523079	37.6662546731	0	0								
-122.393331807	37.6653849088	0	0								
-122.393774319	37.6658274205	0	0								
-122.392996109	37.6666361486	0	0								
-122.392996109	37.6675059129	0	0								
-122.389227131	37.6712443732	0	0								
-122.380865187	37.6712291142	0	0								
-122.380392157	37.6716105898	0	0								
-122.38049897	37.6774395361	0	0								
-122.380865187	37.6779125658	0	0								
-122.381719692	37.6779125658	0	0								
-122.382497902	37.678721294	0	0								
-122.3850309	37.678721294	0	0								
-122.386312657	37.6800030518	0	0								
-122.386282139	37.6824750134	0	0								
-122.387136645	37.6833295186	0	0								
-122.387106126	37.6858319982	0	0								
-122.387975891	37.6866407263	0	0								
-122.387975891	37.689173724	0	0								
-122.388830396	37.6899671931	0	0								
-122.388830396	37.6925001907	0	0								
-122.389669642	37.6933089189	0	0								
-122.389669642	37.6966659037	0	0								
-122.39047837	37.6974746319	0	0								
-122.390447852	37.7025253681	0	0								
-122.391302358	37.7033340963	0	0								
-122.391302358	37.706645304	0	0								
-122.392141604	37.7074998093	0	0								
-122.390829328	37.7087510491	0	0								
-122.390051118	37.7087510491	0	0								
-122.389166094	37.7095597772	0	0								
-122.388357366	37.7095292592	0	0								
-122.387579156	37.7087510491	0	0								
-122.375829709	37.708720531	0	0								
-122.375478752	37.7091325246	0	0								
-122.375478752	37.7100022889	0	0								
-122.375921263	37.7103837644	0	0								
-122.377553979	37.7104142824	0	0								
-122.378774701	37.7116044862	0	0								
-122.378774701	37.7124742504	0	0								
-122.37799649	37.7133287556	0	0								
-122.377950713	37.71497673	0	0								
-122.378805219	37.7158312352	0	0								
-122.377920195	37.7166399634	0	0								
-122.377920195	37.7174486915	0	0								
-122.377141985	37.7183031968	0	0								
-122.377553979	37.7187457084	0	0								
-122.378423743	37.7187457084	0	0								
-122.379995422	37.7203936828	0	0								
-122.381719692	37.7203936828	0	0								
-122.382940414	37.7216449226	0	0								
-122.382558938	37.7220569162	0	0								
-122.380086976	37.7220874342	0	0								
-122.378393225	37.7237506676	0	0								
-122.376745251	37.7237201495	0	0								
-122.376272221	37.723338674	0	0								
-122.376302739	37.7216601816	0	0								
-122.374166476	37.7196154726	0	0								
-122.373357748	37.7195849546	0	0								
-122.372579538	37.7187151904	0	0								
-122.370885786	37.7187151904	0	0								
-122.370061799	37.7179217212	0	0								
-122.36833753	37.7179217212	0	0								
-122.366689555	37.7162432288	0	0								
-122.364171817	37.7162279698	0	0								
-122.362951095	37.7174792096	0	0								
-122.362920577	37.7183337148	0	0								
-122.361699855	37.7195849546	0	0								
-122.360921645	37.7187151904	0	0								
-122.359197375	37.7187151904	0	0								
-122.358754864	37.719172961	0	0								
-122.358800641	37.7208361944	0	0								
-122.360051881	37.7221179522	0	0								
-122.360891127	37.7221179522	0	0								
-122.36130312	37.7224994278	0	0								
-122.36130312	37.7241626612	0	0								
-122.360448615	37.7250324254	0	0								
-122.360494392	37.7258258946	0	0								
-122.360051881	37.7262226291	0	0								
-122.359197375	37.7262226291	0	0								
-122.357503624	37.7279163806	0	0								
-122.356725414	37.7279163806	0	0								
-122.356282902	37.7283131151	0	0								
-122.357137407	37.7291676204	0	0								
-122.357137407	37.7299763485	0	0								
-122.357579919	37.7303883421	0	0								
-122.359197375	37.7303883421	0	0								
-122.360006104	37.7312428473	0	0								
-122.361669337	37.7312275883	0	0								
-122.362523842	37.7320820935	0	0								
-122.364217594	37.7320820935	0	0								
-122.364614328	37.7324788281	0	0								
-122.364614328	37.7333333333	0	0								
-122.365026322	37.7337453269	0	0								
-122.365865568	37.7328908217	0	0								
-122.366689555	37.7328908217	0	0								
-122.367559319	37.7336995499	0	0								
-122.370885786	37.7337148089	0	0								
-122.371663996	37.7345845731	0	0								
-122.372533761	37.7345845731	0	0								
-122.373388266	37.7337148089	0	0								
-122.374608988	37.7349965667	0	0								
-122.374608988	37.7358052949	0	0								
-122.372915236	37.7374990463	0	0								
-122.372915236	37.7383077745	0	0								
-122.373357748	37.7387197681	0	0								
-122.375005722	37.7387197681	0	0								
-122.375448234	37.7391927977	0	0								
-122.375448234	37.7399710079	0	0								
-122.375051499	37.7403830014	0	0								
-122.370885786	37.7404135195	0	0								
-122.369588769	37.7416037232	0	0								
-122.375860227	37.7479514763	0	0								
-122.384222171	37.7478599222	0	0								
-122.384664683	37.7483329519	0	0								
-122.384222171	37.7487144274	0	0								
-122.375860227	37.7487449454	0	0								
-122.374670024	37.7499961852	0	0								
-122.374608988	37.7524376287	0	0								
-122.375051499	37.7529106584	0	0								
-122.376699474	37.7529106584	0	0								
-122.377553979	37.7537193866	0	0								
-122.382558938	37.7536888685	0	0								
-122.382940414	37.7541618982	0	0								
-122.382558938	37.7545586328	0	0								
-122.381673915	37.7545586328	0	0								
-122.380468452	37.7558098726	0	0								
-122.380468452	37.7599755856	0	0								
-122.381307698	37.7608300908	0	0								
-122.38127718	37.7633020523	0	0								
-122.381719692	37.763775082	0	0								
-122.384161135	37.763729305	0	0								
-122.384634165	37.7641412985	0	0								
-122.384634165	37.7699702449	0	0								
-122.385412375	37.7708400092	0	0								
-122.385412375	37.7724727245	0	0								
-122.3850309	37.7728847181	0	0								
-122.381719692	37.7729152361	0	0								
-122.38127718	37.7733272297	0	0								
-122.38127718	37.7741054398	0	0								
-122.381689174	37.7745784695	0	0								
-122.382558938	37.7745784695	0	0								
-122.383367666	37.7753871977	0	0								
-122.385107195	37.7753871977	0	0								
-122.386312657	37.7766689555	0	0								
-122.386282139	37.7774776837	0	0								
-122.387075608	37.7783321889	0	0								
-122.387136645	37.7791409171	0	0								
-122.386282139	37.7799954223	0	0								
-122.386312657	37.7841611353	0	0								
-122.385442893	37.7849698634	0	0								
-122.385412375	37.787472343	0	0								
-122.386282139	37.7883268482	0	0								
-122.386282139	37.7899443046	0	0								
-122.387106126	37.7907988098	0	0								
-122.387106126	37.791668574	0	0								
-122.388754101	37.7933318074	0	0								
-122.388830396	37.7941405356	0	0								
-122.394201572	37.7995574884	0	0								
-122.395086595	37.7995574884	0	0								
-122.396276799	37.8008087282	0	0								
-122.396246281	37.8016632334	0	0								
-122.39671931	37.802090486	0	0								
-122.397467002	37.802090486	0	0								
-122.400061036	37.8045624475	0	0								
-122.400885023	37.8045624475	0	0								
-122.401281758	37.8049744411	0	0								
-122.401281758	37.8058289464	0	0								
-122.403356985	37.8078889143	0	0								
-122.404226749	37.8078889143	0	0								
-122.405004959	37.8087434195	0	0								
-122.405859464	37.8087434195	0	0								
-122.406729229	37.8095521477	0	0								
-122.409170672	37.8095826658	0	0								
-122.410055695	37.8103913939	0	0								
-122.411718929	37.8103913939	0	0								
-122.412558175	37.8112001221	0	0								
-122.414999619	37.8112153811	0	0								
-122.415884642	37.8120851453	0	0								
-122.420080873	37.8120851453	0	0								
-122.420492866	37.8116426337	0	0								
-122.420416571	37.8108339055	0	0								
-122.420859083	37.8103913939	0	0								
-122.421698329	37.8103913939	0	0								
-122.423392081	37.8087281605	0	0								
-122.425055314	37.8087434195	0	0								
-122.425833524	37.8095521477	0	0								
-122.428366522	37.8095521477	0	0								
-122.429190509	37.8086976425	0	0								
-122.431692988	37.8087281605	0	0								
-122.432471199	37.8095826658	0	0								
-122.434225986	37.8095826658	0	0								
-122.435004196	37.8103913939	0	0								
-122.436728466	37.8103913939	0	0								
-122.438330663	37.8087434195	0	0								
-122.446692607	37.8087281605	0	0								
-122.447608148	37.8078889143	0	0								
-122.449164569	37.8078889143	0	0								
-122.450034333	37.8070801862	0	0								
-122.454215305	37.8070496681	0	0								
-122.455024033	37.806256199	0	0								
-122.465857939	37.806256199	0	0								
-122.466727703	37.8071107042	0	0								
-122.46755169	37.8070496681	0	0								
-122.4683299	37.8079194324	0	0								
-122.469214923	37.8079194324	0	0								
-122.469672694	37.808331426	0	0								
-122.469672694	37.8092011902	0	0								
-122.470115206	37.8095826658	0	0								
-122.478385595	37.8095521477	0	0								
-122.479636835	37.8083009079	0	0								
-122.479636835	37.8057831693	0	0								
-122.480476081	37.8050049592	0	0								
-122.4805066	37.8041351949	0	0								
-122.481330587	37.8032806897	0	0								
-122.481254292	37.8016632334	0	0								
-122.482978561	37.799969482	0	0								
-122.482917525	37.7974364843	0	0								
-122.483802548	37.7966430152	0	0								
-122.483802548	37.7958648051	0	0								
-122.484580758	37.7949950408	0	0								
-122.484611276	37.7933318074	0	0								
-122.488395514	37.789578088	0	0								
-122.489173724	37.789578088	0	0								
-122.490089265	37.7887235828	0	0								
-122.492561227	37.7887235828	0	0								
-122.493354696	37.7878843366	0	0								
-122.497581445	37.7878843366	0	0								
-122.498359655	37.7887541009	0	0								
-122.504188602	37.7887235828	0	0								
-122.505088884	37.7879148547	0	0								
-122.507499809	37.7878843366	0	0								
-122.508415351	37.7870756085	0	0								
-122.509163043	37.7870756085	0	0								
-122.510505837	37.7858396277	0	0								
-122.510505837	37.7849698634	0	0								
-122.51091783	37.7845883879	0	0								
-122.512504768	37.7845883879	0	0								
-122.515465019	37.7816128786	0	0								
-122.51544976	37.7783016709	0	0								
-122.513771267	37.7766384375	0	0								
-122.513771267	37.7758297093	0	0								
-122.512977798	37.7749752041	0	0								
-122.513832303	37.7741664759	0	0								
-122.513756008	37.7683375296	0	0								
-122.512977798	37.7674677653	0	0								
-122.512977798	37.7608300908	0	0								
-122.512199588	37.7599755856	0	0								
-122.512077516	37.7516594186	0	0								
-122.511284047	37.7508049134	0	0								
-122.511284047	37.7458304723	0	0								
-122.510505837	37.744975967	0	0								
-122.510414282	37.7383382925	0	0								
-122.509559777	37.7374685283	0	0								
-122.509590295	37.7250019074	0	0								
-122.508812085	37.7241931792	0	0								
-122.508812085	37.7216601816	0	0								
-122.507942321	37.7208056764	0	0								
-122.507972839	37.719142443	0	0								
-122.507118334	37.7183337148	0	0								
-122.507118334	37.7174792096	0	0								
-122.506248569	37.7166704814	0	0								
-122.506248569	37.71497673	0	0								
-122.505394064	37.7141680018	0	0								
-122.505424582	37.710826276	0	0								
-122.504646372	37.7099717708	0	0								
-122.504615854	37.7074998093	0	0								
-122.503807126	37.706645304	0	0								
-122.503715572	37.7049973297	0	0								
-122.502937362	37.7041428244	0	0								
-122.502998398	37.7024795911	0	0								
-122.502143893	37.7016708629	0	0								
-122.502143893	37.6999923705	0	0								
-122.501365682	37.6991378653	0	0								
-122.501365682	37.69828336	0	0								
-122.5004654	37.6974746319	0	0								
-122.5004654	37.6958266575	0	0								
-122.499671931	37.6949416342	0	0								
-122.499580377	37.6899671931	0	0								
-122.498802167	37.689173724	0	0								
-122.498771649	37.6833295186	0	0								
-122.49797818	37.6824750134	0	0								
-122.497993439	37.6800030518	0	0								
-122.497138933	37.6791332876	0	0								
-122.497108415	37.672495613	0	0								
-122.497917144	37.6716716258	0	0								
-122.497108415	37.6708018616	0	0								
-122.497108415	37.6649423972	0	0								
-122.496223392	37.664133669	0	0								
-122.49625391	37.6591134508	0	0								
-122.495414664	37.6583047227	0	0								
-122.495445182	37.6508125429	0	0								
-122.494636454	37.6500038148	0	0								
-122.494636454	37.6491340505	0	0								
-122.495506218	37.6483100633	0	0								
-122.495414664	37.6458381018	0	0								
-122.496284428	37.6449683375	0	0								
-122.496284428	37.63416495	0	0								
-122.495414664	37.6333104448	0	0								
-122.495445182	37.6307774472	0	0								
-122.49625391	37.629968719	0	0								
-122.496284428	37.6266727703	0	0								
-122.497138933	37.625803006	0	0								
-122.497108415	37.6233615625	0	0								
-122.498802167	37.621637293	0	0								
-122.498832685	37.6208285649	0	0								
-122.499610895	37.6199740597	0	0								
-122.499580377	37.6191042954	0	0								
-122.498771649	37.6183108263	0	0								
-122.498802167	37.6141451133	0	0								
-122.499580377	37.6132753491	0	0								
-122.499610895	37.6124666209	0	0								
-122.49797818	37.6108033875	0	0								
-122.49875639	37.6099794003	0	0								
-122.498771649	37.6083009079	0	0								
-122.500053407	37.6070496681	0	0								
-122.500862135	37.6070496681	0	0								
-122.501747158	37.606256199	0	0								
-122.502525368	37.606256199	0	0								
-122.502937362	37.6058594644	0	0								
-122.502143893	37.6050049592	0	0								
-122.502143893	37.6041351949	0	0								
-122.501365682	37.6033264668	0	0								
-122.501365682	37.6024719615	0	0								
-122.5004654	37.6016174563	0	0								
-122.501365682	37.6008087282	0	0								
-122.501274128	37.6	0	0								
-122.501701381	37.5995574884	0	0								
-122.502525368	37.5995574884	0	0								
-122.503807126	37.5983062486	0	0								
-122.503807126	37.5974975204	0	0								
-122.504173342	37.5971160449	0	0								
-122.505027848	37.5970550088	0	0								
-122.505882353	37.5962462806	0	0								
-122.506691081	37.5962462806	0	0								
-122.507560845	37.5953917754	0	0								
-122.509224079	37.5954222934	0	0								
-122.510032807	37.5962767987	0	0								
-122.511726558	37.5962157626	0	0								
-122.512504768	37.5970855268	0	0								
-122.515922789	37.5970244907	0	0								
-122.516243229	37.5966430152	0	0								
-122.516243229	37.595834287	0	0								
-122.517555505	37.5945830472	0	0								
-122.521660182	37.5946135653	0	0								
-122.522117952	37.5941405356	0	0								
-122.522117952	37.5924925612	0	0								
-122.521660182	37.5920805676	0	0								
-122.520881971	37.5920805676	0	0								
-122.518776226	37.5900053407	0	0								
-122.518776226	37.5891660945	0	0								
-122.517998016	37.5882810712	0	0								
-122.517921721	37.5849698634	0	0								
-122.518776226	37.5841611353	0	0								
-122.518806744	37.5808651865	0	0								
-122.519584955	37.5799954223	0	0								
-122.519645991	37.5716334783	0	0								
-122.518776226	37.5707789731	0	0								
-122.518806744	37.5699702449	0	0								
-122.51793698	37.5691615167	0	0								
-122.51793698	37.5683070115	0	0								
-122.517082475	37.5674982834	0	0								
-122.517082475	37.5666742962	0	0								
-122.516304265	37.5658045319	0	0								
-122.516304265	37.5649958038	0	0								
-122.51544976	37.5641870756	0	0								
-122.515465019	37.5599450675	0	0								
-122.516304265	37.5591363394	0	0								
-122.516304265	37.5566338598	0	0								
-122.51544976	37.5558403906	0	0								
-122.515465019	37.5516441596	0	0								
-122.516334783	37.5508049134	0	0								
-122.516304265	37.5474784466	0	0								
-122.517082475	37.5466697185	0	0								
-122.517082475	37.5457999542	0	0								
-122.51793698	37.544975967	0	0								
-122.517998016	37.5441672389	0	0								
-122.518776226	37.5433127337	0	0								
-122.518776226	37.5400015259	0	0								
-122.519645991	37.5391317617	0	0								
-122.519645991	37.5383382925	0	0								
-122.519996948	37.5379415579	0	0								
-122.520866712	37.5379415579	0	0								
-122.521248188	37.5374685283	0	0								
-122.521248188	37.5341725795	0	0								
-122.520469978	37.5333028153	0	0								
-122.520424201	37.5316395819	0	0								
-122.519615473	37.5307850767	0	0								
-122.519645991	37.5299763485	0	0								
-122.518776226	37.5291676204	0	0								
-122.518776226	37.527504387	0	0								
-122.519584955	37.5266651408	0	0								
-122.519584955	37.5258106355	0	0								
-122.518806744	37.5250019074	0	0								
-122.518776226	37.5216601816	0	0								
-122.517524987	37.5204242008	0	0								
-122.516746777	37.5204242008	0	0								
-122.514610513	37.5183337148	0	0								
-122.514610513	37.5166704814	0	0								
-122.512977798	37.5149462119	0	0								
-122.512977798	37.5133592737	0	0								
-122.512108034	37.5124742504	0	0								
-122.512138552	37.5116350042	0	0								
-122.507164111	37.506645304	0	0								
-122.507164111	37.5058365759	0	0								
-122.506691081	37.5054245823	0	0								
-122.505867094	37.5054245823	0	0								
-122.50499733	37.504554818	0	0								
-122.504188602	37.504554818	0	0								
-122.502525368	37.5028915846	0	0								
-122.501701381	37.5028915846	0	0								
-122.501274128	37.5024795911	0	0								
-122.501274128	37.5016403449	0	0								
-122.500526436	37.5008316167	0	0								
-122.502082856	37.4991683833	0	0								
-122.502143893	37.4966353857	0	0								
-122.502998398	37.4958113985	0	0								
-122.502998398	37.4950026703	0	0								
-122.502525368	37.4945754177	0	0								
-122.49672694	37.4945601587	0	0								
-122.496330205	37.4949721523	0	0								
-122.496284428	37.4958266575	0	0								
-122.497138933	37.4966353857	0	0								
-122.497138933	37.4983291371	0	0								
-122.49625391	37.4991378653	0	0								
-122.49625391	37.4999465934	0	0								
-122.495887694	37.5003891051	0	0								
-122.495033188	37.5003891051	0	0								
-122.494254978	37.5012436103	0	0								
-122.492561227	37.5012436103	0	0								
-122.491721981	37.5021133745	0	0								
-122.488441291	37.5020828565	0	0								
-122.48752575	37.5029373617	0	0								
-122.486686503	37.5020828565	0	0								
-122.478385595	37.5020218204	0	0								
-122.477500572	37.5012283513	0	0								
-122.475059129	37.5012283513	0	0								
-122.473365377	37.4995498589	0	0								
-122.472556649	37.4995498589	0	0								
-122.471686885	37.4987563897	0	0								
-122.47083238	37.4987563897	0	0								
-122.469977874	37.4978866255	0	0								
-122.469199664	37.4978866255	0	0								
-122.467978943	37.4966659037	0	0								
-122.467978943	37.4958113985	0	0								
-122.46755169	37.4954146639	0	0								
-122.466727703	37.4954146639	0	0								
-122.4633402	37.4920881971	0	0								
-122.46178378	37.4920576791	0	0								
-122.460914015	37.4911879149	0	0								
-122.46005951	37.4911879149	0	0								
-122.457969024	37.4891432059	0	0								
-122.457923247	37.4883344778	0	0								
-122.456275273	37.4866712444	0	0								
-122.456275273	37.484992752	0	0								
-122.454581521	37.4833295186	0	0								
-122.454581521	37.4824750134	0	0								
-122.453803311	37.4816662852	0	0								
-122.453803311	37.48081178	0	0								
-122.452948806	37.4800030518	0	0								
-122.452948806	37.4791332876	0	0								
-122.45133135	37.4774700542	0	0								
-122.45133135	37.476661326	0	0								
-122.450476844	37.4758068208	0	0								
-122.450476844	37.4741741054	0	0								
-122.44960708	37.4733043412	0	0								
-122.449637598	37.4708323796	0	0								
-122.448783093	37.4699778744	0	0								
-122.448783093	37.468299382	0	0								
-122.447913329	37.4674448768	0	0								
-122.448004883	37.4633401999	0	0								
-122.447135119	37.4624704356	0	0								
-122.447135119	37.4599984741	0	0								
-122.446311131	37.4591439689	0	0								
-122.446311131	37.4574654765	0	0								
-122.445441367	37.4566109712	0	0								
-122.445441367	37.4525062943	0	0								
-122.44461738	37.4516365301	0	0								
-122.444586862	37.4349736782	0	0								
-122.442969406	37.4333104448	0	0								
-122.442969406	37.4325017166	0	0								
-122.442526894	37.432059205	0	0								
-122.441718166	37.432059205	0	0								
-122.440436408	37.4308384833	0	0								
-122.440497444	37.4266727703	0	0								
-122.436270695	37.4225223163	0	0								
-122.436301213	37.4208133059	0	0								
-122.435477226	37.4200045777	0	0								
-122.435477226	37.4174715801	0	0								
-122.433752956	37.4158083467	0	0								
-122.433752956	37.4149996185	0	0								
-122.433005264	37.4141451133	0	0								
-122.43291371	37.4124666209	0	0								
-122.430838483	37.410421912	0	0								
-122.430060273	37.410421912	0	0								
-122.428809033	37.4091401541	0	0								
-122.428809033	37.4082703899	0	0								
-122.42792401	37.4074769207	0	0								
-122.428809033	37.4066987106	0	0								
-122.428809033	37.4049744411	0	0								
