>	GMT_LONLAT										
>#	Data	from	the	full	resolution	GMT	shoreline,	borders,	and	rivers	database
>	Shore	Bin	#	18957,	Level	1					
-121.90608072	36.3556115053	0	0								
-121.905836576	36.3537499046	0	0								
-121.904615854	36.3527275502	0	0								
-121.904081788	36.3524986648	0	0								
-121.903532464	36.3524681468	0	0								
-121.903059434	36.3521324483	0	0								
-121.899504082	36.3486076143	0	0								
-121.898893721	36.3468375677	0	0								
-121.897718776	36.3459220264	0	0								
-121.897245747	36.3445792325	0	0								
-121.896284428	36.3436636912	0	0								
-121.895307851	36.3431448844	0	0								
-121.894895857	36.3422293431	0	0								
-121.893644617	36.3407186999	0	0								
-121.893476768	36.3374380102	0	0								
-121.893690394	36.336583505	0	0								
-121.894468605	36.3353322652	0	0								
-121.894468605	36.3317769131	0	0								
-121.895201038	36.3309376669	0	0								
-121.895414664	36.3299153124	0	0								
-121.896940566	36.3282825971	0	0								
-121.897108415	36.3274128328	0	0								
-121.896894789	36.3251697566	0	0								
-121.896055543	36.3235523003	0	0								
-121.896055543	36.3189135576	0	0								
-121.896330205	36.3165789273	0	0								
-121.896803235	36.315663386	0	0								
-121.897062638	36.3132219425	0	0								
-121.897199969	36.3131151293	0	0								
-121.898558022	36.3116044862	0	0								
-121.898664836	36.3102006561	0	0								
-121.900114443	36.3085526818	0	0								
-121.900724804	36.3083848325	0	0								
-121.90249485	36.3093614099	0	0								
-121.903440909	36.309391928	0	0								
-121.904325933	36.308690013	0	0								
-121.904783703	36.3078355077	0	0								
-121.904646372	36.3068589303	0	0								
-121.903669795	36.3057755398	0	0								
-121.903059434	36.3042801556	0	0								
-121.90249485	36.3041123064	0	0								
-121.902006561	36.3040817884	0	0								
-121.901441978	36.303807126	0	0								
-121.900389105	36.3028305486	0	0								
-121.89983978	36.3025864042	0	0								
-121.89703212	36.3025558862	0	0								
-121.896284428	36.3033035782	0	0								
-121.895078965	36.3035324636	0	0								
-121.894026093	36.303166247	0	0								
-121.893110552	36.3025864042	0	0								
-121.89063859	36.3025558862	0	0								
-121.889311055	36.3019150072	0	0								
-121.887617304	36.30171664	0	0								
-121.886503395	36.3006332494	0	0								
-121.886198215	36.2991378653	0	0								
-121.883085374	36.2962539101	0	0								
-121.882551308	36.294743267	0	0								
-121.881162737	36.2935072862	0	0								
-121.880079347	36.2932478828	0	0								
-121.879118029	36.2925612268	0	0								
-121.87847715	36.2925612268	0	0								
-121.877912566	36.2921950103	0	0								
-121.877637903	36.2918593118	0	0								
-121.877607385	36.2904707408	0	0								
-121.87566949	36.2887464714	0	0								
-121.875059129	36.2884412909	0	0								
-121.874448768	36.2883955138	0	0								
-121.872755016	36.2868848707	0	0								
-121.871580072	36.2865796902	0	0								
-121.870893416	36.2858319982	0	0								
-121.869031815	36.2857557031	0	0								
-121.867689021	36.2849469749	0	0								
-121.867689021	36.2840314336	0	0								
-121.866941329	36.2833295186	0	0								
-121.865812161	36.2831616693	0	0								
-121.861921111	36.2793926909	0	0								
-121.861356527	36.2791638056	0	0								
-121.860135805	36.2792553597	0	0								
-121.859357595	36.2800488289	0	0								
-121.858136873	36.2802166781	0	0								
-121.855024033	36.2784161135	0	0								
-121.854413672	36.2783550774	0	0								
-121.852857252	36.2768291752	0	0								
-121.851697566	36.2766155489	0	0								
-121.851224537	36.2761882963	0	0								
-121.850995651	36.2757457847	0	0								
-121.850949874	36.2747844663	0	0								
-121.849698634	36.2736705577	0	0								
-121.849469749	36.2732280461	0	0								
-121.849561303	36.2726939803	0	0								
-121.849088273	36.2719462882	0	0								
-121.84757763	36.2715800717	0	0								
-121.846890974	36.2708323796	0	0								
-121.846784161	36.2698558022	0	0								
-121.846280613	36.2695048447	0	0								
-121.845975433	36.2681925689	0	0								
-121.845502403	36.267612726	0	0								
-121.845273518	36.2666361486	0	0								
-121.842832074	36.2642252232	0	0								
-121.842420081	36.2629434653	0	0								
-121.841550317	36.2623025864	0	0								
-121.841245136	36.2617837797	0	0								
-121.841107805	36.2610513466	0	0								
-121.839581903	36.2593575952	0	0								
-121.839246204	36.2581063554	0	0								
-121.838605325	36.2573128862	0	0								
-121.838498512	36.255756466	0	0								
-121.837888151	36.2549477379	0	0								
-121.837613489	36.2539711604	0	0								
-121.836835279	36.2531624323	0	0								
-121.836835279	36.2492256046	0	0								
-121.835614557	36.2476691844	0	0								
-121.832745861	36.246723125	0	0								
-121.830975814	36.2466315709	0	0								
-121.829251545	36.2449225605	0	0								
-121.829144732	36.2438544289	0	0								
-121.826779583	36.2415503166	0	0								
-121.825772488	36.2409704738	0	0								
-121.822995346	36.2409399557	0	0								
-121.821698329	36.2399786374	0	0								
-121.819165332	36.2398870832	0	0								
-121.818585489	36.2395819028	0	0								
-121.818387121	36.2392462043	0	0								
-121.816922255	36.2385290303	0	0								
-121.81622034	36.2378271153	0	0								
-121.815884642	36.2373846036	0	0								
-121.815747311	36.2364232853	0	0								
-121.814450294	36.23416495	0	0								
-121.813336385	36.2340276188	0	0								
-121.812390326	36.2333867399	0	0								
-121.810162509	36.2332799268	0	0								
-121.809170672	36.2325780117	0	0								
-121.807614252	36.2324406806	0	0								
-121.806637675	36.2317540246	0	0								
-121.806057832	36.2317235065	0	0								
-121.805493248	36.232028687	0	0								
-121.804776074	36.2326390478	0	0								
-121.802670329	36.2326695659	0	0								
-121.801800565	36.2333104448	0	0								
-121.800808728	36.233478294	0	0								
-121.797161822	36.2333562219	0	0								
-121.79671931	36.2331883726	0	0								
-121.795254444	36.2317998016	0	0								
-121.794048981	36.2316624704	0	0								
-121.792858778	36.2317235065	0	0								
-121.7918822	36.2310215915	0	0								
-121.790890364	36.2308842603	0	0								
-121.790280003	36.2301976043	0	0								
-121.789669642	36.229968719	0	0								
-121.788891432	36.2286411841	0	0								
-121.788418402	36.2283665217	0	0								
-121.787197681	36.2280613413	0	0								
-121.787029831	36.2275883116	0	0								
-121.786327916	36.2274662394	0	0								
-121.784466316	36.2276951247	0	0								
-121.783810178	36.2270542458	0	0								
-121.783245594	36.2268558785	0	0								
-121.779751278	36.2269932097	0	0								
-121.777828641	36.2252841993	0	0								
-121.776745251	36.2249179828	0	0								
-121.774334325	36.2227817197	0	0								
-121.773723964	36.2226443885	0	0								
-121.771938659	36.2226443885	0	0								
-121.769283589	36.2210574502	0	0								
-121.768780041	36.2209964141	0	0								
-121.767803464	36.2203097581	0	0								
-121.76661326	36.2192568856	0	0								
-121.765636683	36.2190280003	0	0								
-121.763439384	36.2168917372	0	0								
-121.762417029	36.2166323339	0	0								
-121.761715114	36.2157778286	0	0								
-121.759838254	36.2147707332	0	0								
-121.758327611	36.2135042344	0	0								
-121.757671473	36.2133821622	0	0								
-121.756282902	36.2122224765	0	0								
-121.755168994	36.2105592432	0	0								
-121.754421302	36.2101319905	0	0								
-121.748882277	36.2101930266	0	0								
-121.74836347	36.2100251774	0	0								
-121.747966735	36.2096131838	0	0								
-121.745891508	36.2086060883	0	0								
-121.745250629	36.2084382391	0	0								
-121.744411383	36.207690547	0	0								
-121.741603723	36.2065308614	0	0								
-121.741252766	36.2061646448	0	0								
-121.740917067	36.2051422904	0	0								
-121.740306706	36.2042725261	0	0								
-121.739253834	36.2041351949	0	0								
-121.738139925	36.2030060273	0	0								
-121.736995499	36.2026398108	0	0								
-121.734523537	36.2026092927	0	0								
-121.731883726	36.2005798428	0	0								
-121.731883726	36.2	0	0								
-121.730998703	36.199313344	0	0								
-121.72916762	36.1991149767	0	0								
-121.728465705	36.1984740978	0	0								
-121.727885863	36.1983672847	0	0								
-121.725383383	36.1984435798	0	0								
-121.72402533	36.1975890745	0	0								
-121.722331579	36.1973296712	0	0								
-121.720943008	36.1959411002	0	0								
-121.719890135	36.1955901427	0	0								
-121.719386587	36.1951628901	0	0								
-121.71841001	36.1949950408	0	0								
-121.716838331	36.1934386206	0	0								
-121.716746777	36.1924773022	0	0								
-121.716472114	36.1920042725	0	0								
-121.714808881	36.1907835508	0	0								
-121.714168002	36.1907835508	0	0								
-121.713328756	36.1900816358	0	0								
-121.712687877	36.1900511177	0	0								
-121.712214847	36.1897154192	0	0								
-121.710337987	36.1878080415	0	0								
-121.709895476	36.185381857	0	0								
-121.70780499	36.1836118105	0	0								
-121.706614786	36.18330663	0	0								
-121.705912871	36.182604715	0	0								
-121.704722667	36.1822537575	0	0								
-121.704020752	36.1816739147	0	0								
-121.703532464	36.1808651865	0	0								
-121.703364614	36.1789730678	0	0								
-121.701136797	36.1767757687	0	0								
-121.700526436	36.1754940108	0	0								
-121.699473564	36.1744716564	0	0								
-121.698359655	36.174227512	0	0								
-121.69625391	36.172838941	0	0								
-121.694163424	36.1709773404	0	0								
-121.692561227	36.1707789731	0	0								
-121.689188983	36.1691462577	0	0								
-121.688410773	36.1684443427	0	0								
-121.687937743	36.1677424277	0	0								
-121.686671244	36.1676356146	0	0								
-121.686198215	36.1669947356	0	0								
-121.685160601	36.1666895552	0	0								
-121.683802548	36.1653620203	0	0								
-121.683192187	36.1651941711	0	0								
-121.681055924	36.1651178759	0	0								
-121.680582895	36.1647516594	0	0								
-121.679468986	36.1635614557	0	0								
-121.678355077	36.1632562753	0	0								
-121.676951247	36.1619745174	0	0								
-121.676966506	36.1610589761	0	0								
-121.675715267	36.158861677	0	0								
-121.674326696	36.1571984436	0	0								
-121.67394522	36.1562829023	0	0								
-121.671229114	36.1535057603	0	0								
-121.670313573	36.1534752422	0	0								
-121.669550622	36.1527733272	0	0								
-121.669367514	36.1515831235	0	0								
-121.668528267	36.1508964675	0	0								
-121.667383841	36.1506981003	0	0								
-121.666285191	36.1495536736	0	0								
-121.666285191	36.1494926375	0	0								
-121.664560922	36.1476920729	0	0								
-121.663416495	36.1474937057	0	0								
-121.660303655	36.1444419013	0	0								
-121.660105287	36.1432516976	0	0								
-121.659220264	36.14149691	0	0								
-121.656580453	36.138673991	0	0								
-121.65616846	36.1384451057	0	0								
-121.654993515	36.1383077745	0	0								
-121.653528649	36.1368581674	0	0								
-121.652613107	36.1364461738	0	0								
-121.651773861	36.1347219043	0	0								
-121.651804379	36.1334096284	0	0								
-121.651056687	36.1325551232	0	0								
-121.650354772	36.1319142443	0	0								
-121.649439231	36.1315022507	0	0								
-121.648783093	36.1302204929	0	0								
-121.647638666	36.1289997711	0	0								
-121.647470817	36.1280231937	0	0								
-121.646921492	36.127534905	0	0								
-121.646829938	36.1270008392	0	0								
-121.646311131	36.126146334	0	0								
-121.64586862	36.1258258946	0	0								
-121.644754711	36.1256122683	0	0								
-121.643854429	36.1249103532	0	0								
-121.643579767	36.1244373236	0	0								
-121.642450599	36.12402533	0	0								
-121.6421149	36.1236438544	0	0								
-121.640192264	36.1229114214	0	0								
-121.639444572	36.1219958801	0	0								
-121.638971542	36.1217517357	0	0								
-121.637338827	36.1215075914	0	0								
-121.635248341	36.1193102922	0	0								
-121.634302281	36.1170061799	0	0								
-121.634531167	36.1165026322	0	0								
-121.635248341	36.1156328679	0	0								
-121.635248341	36.1151445792	0	0								
-121.634882124	36.1143816281	0	0								
-121.633173114	36.1131609064	0	0								
-121.632776379	36.1124132143	0	0								
-121.632501717	36.111497673	0	0								
-121.632089723	36.1111314565	0	0								
-121.631326772	36.1092545968	0	0								
-121.629526207	36.1074998093	0	0								
-121.629053178	36.1062485695	0	0								
-121.628671702	36.1058365759	0	0								
-121.628610666	36.1047989624	0	0								
-121.625284199	36.1018081941	0	0								
-121.625131609	36.1007705806	0	0								
-121.624521248	36.0998855573	0	0								
-121.624353399	36.0964217594	0	0								
-121.623605707	36.0957198444	0	0								
-121.623422599	36.0938887617	0	0								
-121.622751202	36.0930037385	0	0								
-121.622552834	36.0916456855	0	0								
-121.621972992	36.0908369574	0	0								
-121.621866178	36.0865796902	0	0								
-121.621118486	36.0858930343	0	0								
-121.620492866	36.0859388113	0	0								
-121.619913024	36.0856336309	0	0								
-121.618448157	36.0841382467	0	0								
-121.61747158	36.0839246204	0	0								
-121.615197986	36.0816357671	0	0								
-121.61513695	36.0807202258	0	0								
-121.613199054	36.0788128481	0	0								
-121.6131075	36.0786907759	0	0								
-121.61185626	36.0773022049	0	0								
-121.611673152	36.0763256275	0	0								
-121.611245899	36.075944152	0	0								
-121.610131991	36.0757000076	0	0								
-121.60935378	36.0750591287	0	0								
-121.609033341	36.0737163348	0	0								
-121.607660029	36.0723277638	0	0								
-121.607476921	36.0714732586	0	0								
-121.607049668	36.0709697108	0	0								
-121.605798428	36.0707255665	0	0								
-121.604669261	36.0695048447	0	0								
-121.604104677	36.0692759594	0	0								
-121.601663233	36.0690623331	0	0								
-121.60077821	36.0683604181	0	0								
-121.600244144	36.0683604181	0	0								
-121.598718242	36.066910811	0	0								
-121.597528038	36.0664988174	0	0								
-121.595590143	36.064805066	0	0								
-121.594277867	36.0632486458	0	0								
-121.594216831	36.0628671702	0	0								
-121.594308385	36.0619516289	0	0								
-121.59438468	36.0567788205	0	0								
-121.59391165	36.0559700923	0	0								
-121.591088731	36.0533607996	0	0								
-121.590859846	36.0528572519	0	0								
-121.591531243	36.0520027466	0	0								
-121.592034791	36.0517280842	0	0								
-121.59313344	36.0514381628	0	0								
-121.593728542	36.0505226215	0	0								
-121.593835355	36.0485236896	0	0								
-121.593224994	36.0477149615	0	0								
-121.590356298	36.0451056687	0	0								
-121.58924239	36.0449378195	0	0								
-121.588418402	36.0440527962	0	0								
-121.587777523	36.0441596094	0	0								
-121.58486305	36.0416113527	0	0								
-121.584252689	36.0416113527	0	0								
-121.584054322	36.0396734569	0	0								
-121.58252842	36.0381628138	0	0								
-121.582436866	36.0373083085	0	0								
-121.581857023	36.0363622492	0	0								
-121.581673915	36.0353856718	0	0								
-121.580422675	36.0345311666	0	0								
-121.58002594	36.0330815595	0	0								
-121.579339284	36.0323949035	0	0								
-121.578530556	36.0305485618	0	0								
-121.578530556	36.0300297551	0	0								
-121.577553979	36.0287785153	0	0								
-121.577553979	36.0283054856	0	0								
-121.576745251	36.0268558785	0	0								
-121.576699474	36.0254978256	0	0								
-121.57613489	36.0251926452	0	0								
-121.575860227	36.0246890974	0	0								
-121.575936522	36.0242160678	0	0								
-121.575936522	36.0241092546	0	0								
-121.573662928	36.0216678111	0	0								
-121.5719234	36.0202792401	0	0								
-121.570748455	36.0199130236	0	0								
-121.570107576	36.0191042954	0	0								
-121.568917372	36.0192263676	0	0								
-121.567299916	36.0183871214	0	0								
-121.564995804	36.0185549706	0	0								
-121.564141299	36.0192721447	0	0								
-121.562447547	36.0193026627	0	0								
-121.561806668	36.0190890364	0	0								
-121.560830091	36.0184481575	0	0								
-121.556328679	36.0185549706	0	0								
-121.553582055	36.0183566033	0	0								
-121.552971695	36.0184939345	0	0								
-121.55147631	36.0174715801	0	0								
-121.550835431	36.017441062	0	0								
-121.550133516	36.016754406	0	0								
-121.548332952	36.0165560388	0	0								
-121.547417411	36.0158541238	0	0								
-121.545799954	36.0158541238	0	0								
-121.545021744	36.0150301366	0	0								
-121.543770504	36.0150759136	0	0								
-121.542244602	36.0141908904	0	0								
-121.53588159	36.0141908904	0	0								
-121.535057603	36.0134126802	0	0								
-121.533775845	36.0134126802	0	0								
-121.532860304	36.0127718013	0	0								
-121.531639582	36.0124208438	0	0								
-121.530800336	36.0116731518	0	0								
-121.530159457	36.0116426337	0	0								
-121.52933547	36.0110017548	0	0								
-121.528221561	36.0106660563	0	0								
-121.526466773	36.0092011902	0	0								
-121.525413901	36.0087739376	0	0								
-121.525001907	36.0084382391	0	0								
-121.523887999	36.0081940948	0	0								
-121.523613336	36.0077515831	0	0								
-121.523048753	36.0074464027	0	0								
-121.522636759	36.0075074388	0	0								
-121.521721218	36.0067444877	0	0								
-121.520637827	36.0064393072	0	0								
-121.520256352	36.0060273136	0	0								
-121.519691768	36.0057984283	0	0								
-121.515999084	36.0057984283	0	0								
-121.514534218	36.0050049592	0	0								
-121.511604486	36.0050049592	0	0								
-121.510582132	36.0039215686	0	0								
-121.509605554	36.0032196536	0	0								
-121.508964675	36.0030823224	0	0								
-121.507866026	36.0018616007	0	0								
-121.506965743	36.0012207218	0	0								
-121.50577554	36.0001373312	0	0								
-121.505226215	36.000015259	0	0								
-121.505210956	36	0	0								
>	Shore	Bin	#								
-121.111665522	37	0	0								
-121.11139086	36.9969481956	0	0								
-121.111940185	36.9900053407	0	0								
-121.113893339	36.9852750439	0	0								
-121.118333715	36.9813839933	0	0								
-121.12277409	36.9788815137	0	0								
-121.128892958	36.9763942931	0	0								
-121.135835813	36.9777828641	0	0								
-121.136385138	36.9833371481	0	0								
-121.134447242	36.9886167697	0	0								
-121.132494087	36.9941710536	0	0								
-121.133882658	36.9997253376	0	0								
-121.13400473	37	0	0								
>	River	Bin	#								
-122	37.5427939269	0	0								
-122.001388571	37.5425040055	0	0								
>	River	Bin	#								
-121	37.4352483406	0	0								
-121.000549325	37.435553521	0	0								
-121.005554284	37.4386053254	0	0								
-121.009994659	37.4419470512	0	0								
-121.014160372	37.4455634394	0	0								
-121.017227436	37.4497291524	0	0								
-121.020553902	37.4538948653	0	0								
-121.02278172	37.4588845655	0	0								
-121.023605707	37.4641641871	0	0								
-121.024994278	37.469718471	0	0								
-121.028336004	37.473884184	0	0								
-121.033325704	37.4769512474	0	0								
-121.039169909	37.4791638056	0	0								
-121.044449531	37.4819409476	0	0								
-121.050278477	37.4847180896	0	0								
-121.05444419	37.487785153	0	0								
-121.059449149	37.4913862821	0	0								
-121.062775616	37.4947280079	0	0								
-121.066941329	37.4988937209	0	0								
-121.070283055	37.5024948501	0	0								
-121.073334859	37.5066605631	0	0								
-121.076661326	37.510826276	0	0								
-121.079163806	37.5158312352	0	0								
-121.08221561	37.5199969482	0	0								
-121.085557336	37.524727245	0	0								
-121.088883803	37.528892958	0	0								
-121.093049516	37.5324940871	0	0								
-121.096391241	37.5366598001	0	0								
-121.099443046	37.5408255131	0	0								
-121.103608759	37.5444419013	0	0								
-121.107774472	37.5480582895	0	0								
-121.112779431	37.5513847562	0	0								
-121.117219806	37.5544365606	0	0								
-121.122224765	37.5580529488	0	0								
-121.125551232	37.5613946746	0	0								
-121.128618296	37.5655603876	0	0								
-121.131944762	37.5697261006	0	0								
-121.136110475	37.5733272297	0	0								
-121.139436942	37.5774929427	0	0								
-121.142778668	37.5811093309	0	0								
-121.145281147	37.5858396277	0	0								
-121.148332952	37.5900053407	0	0								
-121.150835431	37.5949950408	0	0								
-121.153887236	37.5997253376	0	0								
-121.155550469	37.6047150378	0	0								
-121.157778286	37.6094453346	0	0								
-121.159166857	37.6149996185	0	0								
-121.160830091	37.6202792401	0	0								
-121.161394675	37.6266727703	0	0								
-121.163607233	37.631387808	0	0								
-121.166948959	37.635553521	0	0								
-121.171938659	37.638330663	0	0								
-121.178881514	37.6399938964	0	0								
-121.185839628	37.6416723888	0	0								
-121.19360647	37.642496376	0	0								
-121.199725338	37.6447241932	0	0								
-121.203891051	37.6483405814	0	0								
-121.207217517	37.6525062943	0	0								
-121.210284581	37.6566720073	0	0								
-121.212771801	37.6613870451	0	0								
-121.216113527	37.6663920043	0	0								
-121.22027924	37.6699931334	0	0								
-121.224444953	37.6733348592	0	0								
-121.229449912	37.6769512474	0	0								
-121.234439612	37.6797283894	0	0								
-121.239719234	37.6819409476	0	0								
-121.244724193	37.684992752	0	0								
-121.248889906	37.6883344778	0	0								
-121.251392386	37.6933394369	0	0								
-121.248340581	37.6986037995	0	0								
-121.244724193	37.7024948501	0	0								
-121.241107805	37.7072251469	0	0								
-121.238895247	37.7119401846	0	0								
-121.239444572	37.7180590524	0	0								
-121.241107805	37.7241626612	0	0								
-121.246936751	37.7258258946	0	0								
-121.252506294	37.723338674	0	0								
-121.257770657	37.7208361944	0	0								
-121.262226291	37.7174944686	0	0								
-121.2683299	37.7197222858	0	0								
-121.272495613	37.7238879988	0	0								
-121.273060197	37.7294422827	0	0								
-121.272785534	37.7361104753	0	0								
-121.271381704	37.7422293431	0	0								
-121.271946288	37.7483329519	0	0								
-121.273609522	37.7538872358	0	0								
-121.276951247	37.7580529488	0	0								
-121.279163806	37.7636072328	0	0								
-121.279728389	37.7688868544	0	0								
-121.281391623	37.7744411383	0	0								
-121.284443427	37.7786068513	0	0								
-121.286945907	37.7836118105	0	0								
-121.290272374	37.7877775235	0	0								
-121.293339437	37.7924925612	0	0								
-121.29500267	37.7974975204	0	0								
-121.296391241	37.802777142	0	0								
-121.298893721	37.8077821012	0	0								
-121.298603799	37.8138857099	0	0								
-121.297215229	37.8200045777	0	0								
-121.296116579	37.8261081865	0	0								
-121.295826658	37.832776379	0	0								
-121.296391241	37.8388952468	0	0								
-121.296940566	37.8449988556	0	0								
-121.298329137	37.8505531395	0	0								
-121.298893721	37.8574959945	0	0								
-121.301396201	37.8622262913	0	0								
-121.302784771	37.8669413291	0	0								
-121.305271992	37.8719462882	0	0								
-121.307499809	37.876661326	0	0								
-121.309163043	37.88221561	0	0								
-121.310551614	37.8883344778	0	0								
-121.311116197	37.8944380865	0	0								
-121.310826276	37.9005569543	0	0								
-121.308613718	37.9066605631	0	0								
-121.306660563	37.9119401846	0	0								
-121.305561913	37.9174944686	0	0								
-121.301945525	37.9222247654	0	0								
-121.299717708	37.927504387	0	0								
-121.302220188	37.9322194247	0	0								
-121.307225147	37.9358358129	0	0								
-121.310551614	37.9394369421	0	0								
-121.313893339	37.9436179141	0	0								
-121.313603418	37.9502708476	0	0								
-121.313328756	37.9572289616	0	0								
-121.316395819	37.9613946746	0	0								
-121.322499428	37.9641718166	0	0								
-121.327504387	37.967223621	0	0								
-121.333607996	37.970000763	0	0								
-121.338612955	37.9727779049	0	0								
-121.34305333	37.9758297093	0	0								
-121.347219043	37.9791714351	0	0								
-121.351384756	37.9827725643	0	0								
-121.355550469	37.9863889525	0	0								
-121.358892195	37.9905546654	0	0								
-121.362218662	37.9947203784	0	0								
-121.365560388	37.9988860914	0	0								
-121.366674296	38	0	0								
>	River	Bin	#								
-121	37.7455405509	0	0								
-121.000549325	37.7452811475	0	0								
-121.005828946	37.7427786679	0	0								
-121.011108568	37.7408255131	0	0								
-121.018326085	37.7397268635	0	0								
-121.024170291	37.7419394217	0	0								
-121.027496757	37.7461051347	0	0								
-121.03166247	37.7497215229	0	0								
-121.038605325	37.7511100938	0	0								
-121.046387427	37.7508354314	0	0								
-121.052780957	37.7488822766	0	0								
-121.058060578	37.7463950561	0	0								
-121.064438849	37.7444419013	0	0								
-121.070557717	37.7427786679	0	0								
-121.076661326	37.7402761883	0	0								
-121.083054856	37.7391622797	0	0								
-121.089173724	37.7372243839	0	0								
-121.096116579	37.7361104753	0	0								
-121.10249485	37.7336079957	0	0								
-121.108613718	37.7316700999	0	0								
-121.114168002	37.7297169451	0	0								
-121.119447623	37.7272144656	0	0								
-121.125551232	37.7255512322	0	0								
-121.132784009	37.7241626612	0	0								
-121.138887617	37.7224994278	0	0								
-121.144167239	37.7199969482	0	0								
-121.150560769	37.7174944686	0	0								
-121.155001144	37.7147173266	0	0								
-121.158617533	37.7102769512	0	0								
-121.160006104	37.7047226673	0	0								
-121.161943999	37.6994430457	0	0								
-121.165560388	37.6952773327	0	0								
-121.170275425	37.6922255283	0	0								
-121.175555047	37.6902723735	0	0								
-121.183337148	37.6897230488	0	0								
-121.18861677	37.6872205692	0	0								
-121.194995041	37.6841687648	0	0								
-121.198611429	37.680827039	0	0								
-121.203326467	37.6775005722	0	0								
-121.206942855	37.6736095216	0	0								
-121.209719997	37.6688944839	0	0								
-121.213336385	37.6650034333	0	0								
-121.215274281	37.6630502785	0	0								
>	River	Bin	#								
-121.358617533	37.8211184863	0	0								
-121.364721141	37.8186160067	0	0								
-121.370000763	37.8158388647	0	0								
-121.375555047	37.8133363851	0	0								
-121.380834668	37.8108339055	0	0								
-121.388052186	37.808331426	0	0								
-121.393331807	37.8063935302	0	0								
-121.399450675	37.8044403754	0	0								
-121.406668193	37.8033264668	0	0								
-121.415274281	37.8036163882	0	0								
-121.422217136	37.8052796216	0	0								
-121.428336004	37.8066681926	0	0								
-121.435278859	37.808331426	0	0								
-121.442221714	37.8072175174	0	0								
-121.446662089	37.8047150378	0	0								
-121.449729152	37.8	0	0								
-121.453330282	37.7952849622	0	0								
-121.45694667	37.7919432364	0	0								
-121.461387045	37.7886167697	0	0								
-121.466941329	37.7861142901	0	0								
-121.475562676	37.7863889525	0	0								
-121.482505531	37.7880521859	0	0								
-121.48860914	37.7902800031	0	0								
-121.493614099	37.7936064698	0	0								
-121.498603799	37.7966735332	0	0								
-121.503059434	37.7994506752	0	0								
-121.508049134	37.8022278172	0	0								
-121.512214847	37.8063935302	0	0								
-121.516395819	37.8094453346	0	0								
-121.521660182	37.8122224765	0	0								
-121.526665141	37.8149996185	0	0								
-121.530830854	37.8191653315	0	0								
-121.529716945	37.8252841993	0	0								
-121.525001907	37.8294499123	0	0								
-121.522224765	37.8333257038	0	0								
-121.520271611	37.8394445716	0	0								
-121.521660182	37.8441596094	0	0								
-121.524162661	37.8488899062	0	0								
-121.528328374	37.8525062943	0	0								
-121.532494087	37.8561074235	0	0								
-121.537773709	37.8588845655	0	0								
-121.542778668	37.8616617075	0	0								
-121.546944381	37.8652780957	0	0								
-121.550270848	37.8694438087	0	0								
-121.553612573	37.8736095216	0	0								
-121.556115053	37.8786144808	0	0								
-121.556664378	37.8847180896	0	0								
-121.556389715	37.8913862821	0	0								
-121.555275807	37.8975051499	0	0								
-121.553063249	37.9027847715	0	0								
-121.550270848	37.9083390555	0	0								
-121.547493706	37.912214847	0	0								
-121.54555581	37.91778439	0	0								
-121.543617914	37.9230487526	0	0								
-121.540550851	37.9283283742	0	0								
-121.537773709	37.9338826581	0	0								
-121.5366598	37.9391622797	0	0								
-121.537224384	37.9461051347	0	0								
-121.537773709	37.9513847562	0	0								
-121.53916228	37.9569390402	0	0								
-121.541664759	37.961669337	0	0								
-121.544167239	37.9666742962	0	0								
-121.546395056	37.9713893339	0	0								
-121.549721523	37.9755550469	0	0								
-121.553063249	37.9797207599	0	0								
-121.556389715	37.9838864729	0	0								
-121.558892195	37.9902800031	0	0								
-121.558617533	37.9941710536	0	0								
-121.556878004	38	0	0								
>	River	Bin	#								
-121.298603799	37.8116731518	0	0								
-121.303059434	37.8119478141	0	0								
-121.308049134	37.8147249561	0	0								
-121.312214847	37.8183260853	0	0								
-121.317494469	37.8219424735	0	0								
-121.32527657	37.8222171359	0	0								
-121.331395438	37.8202792401	0	0								
-121.337499046	37.8183260853	0	0								
-121.343892576	37.8166628519	0	0								
-121.351659419	37.8175020981	0	0								
-121.357503624	37.8202792401	0	0								
-121.360830091	37.8244449531	0	0								
-121.361669337	37.829999237	0	0								
-121.363057908	37.835553521	0	0								
-121.361943999	37.8416723888	0	0								
-121.359716182	37.8469367514	0	0								
-121.35693904	37.8516670481	0	0								
-121.353337911	37.8555580987	0	0								
-121.350560769	37.8602731365	0	0								
-121.349996185	37.8669413291	0	0								
-121.352498665	37.8719462882	0	0								
-121.355840391	37.8761120012	0	0								
-121.360830091	37.8788891432	0	0								
-121.366109712	37.8819409476	0	0								
-121.373891814	37.8827801938	0	0								
-121.381673915	37.883604181	0	0								
-121.38861677	37.8852826734	0	0								
-121.394720378	37.8874952316	0	0								
-121.399725338	37.8902723735	0	0								
-121.406668193	37.8919508659	0	0								
-121.414450294	37.8913862821	0	0								
-121.420828565	37.8888838025	0	0								
-121.426108186	37.8869459068	0	0								
-121.432227054	37.8852826734	0	0								
-121.440283818	37.8852826734	0	0								
-121.44805066	37.886396582	0	0								
-121.454993515	37.887785153	0	0								
-121.461951629	37.8894483864	0	0								
-121.466941329	37.8922255283	0	0								
-121.471107042	37.8958266575	0	0								
-121.473609522	37.9005569543	0	0								
-121.476951247	37.9047226673	0	0								
-121.479438468	37.9097276265	0	0								
-121.482505531	37.9138933394	0	0								
