# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 189.000000, dip 62.000000, rake -88.000000
-150.424863 61.198775 59.500000 25.646967 36.464080 46.722866
-150.415446 61.198775 59.500000 27.241047 40.093253 50.989672
-150.406029 61.198775 59.500000 28.775971 43.852758 55.363146
-150.396612 61.198775 59.500000 30.238151 47.739225 59.834485
-150.387194 61.198775 59.500000 31.613148 51.748214 64.393473
-150.377777 61.198775 59.500000 32.885711 55.874129 69.028413
-150.368360 61.198775 59.500000 34.039852 60.110129 73.726070
-150.358943 61.198775 59.500000 35.058929 64.448059 78.471630
-150.349525 61.198775 59.500000 35.925763 68.878369 83.248674
-150.340108 61.198775 59.500000 36.622769 73.390057 88.039165
-150.330691 61.198775 59.500000 37.132127 77.970616 92.823467
-150.321274 61.198775 59.500000 37.435973 82.605996 97.580385
-150.311856 61.198775 59.500000 37.516623 87.280587 102.287236
-150.302439 61.198775 59.500000 37.356829 91.977221 106.919953
-150.293022 61.198775 59.500000 36.940066 96.677197 111.453224
-150.283605 61.198775 59.500000 36.250843 101.360338 115.860675
-150.274187 61.198775 59.500000 35.275053 106.005071 120.115092
-150.264770 61.198775 59.500000 34.000338 110.588549 124.188685
-150.255353 61.198775 59.500000 32.416483 115.086810 128.053404
-150.245936 61.198775 59.500000 30.515820 119.474965 131.681293
-150.236518 61.198775 59.500000 28.293646 123.727437 135.044895
-150.227101 61.198775 59.500000 25.748637 127.818238 138.117692
-150.217684 61.198775 59.500000 22.883259 131.721285 140.874589
-150.208267 61.198775 59.500000 19.704155 135.410759 143.292421
-150.198849 61.198775 59.500000 16.222496 138.861499 145.350498
-150.189432 61.198775 59.500000 12.454295 142.049426 147.031144
-150.180015 61.198775 59.500000 8.420649 144.951997 148.320257
-150.170598 61.198775 59.500000 4.147914 147.548678 149.207843
-150.161180 61.198775 59.500000 -0.332218 149.821419 149.688532
-150.151763 61.198775 59.500000 -4.982742 151.755139 149.762042
-150.142346 61.198775 59.500000 -9.761482 153.338183 149.433590
-150.132929 61.198775 59.500000 -14.621369 154.562760 148.714212
-150.123511 61.198775 59.500000 -19.510847 155.425334 147.620995
-150.114094 61.198775 59.500000 -24.374429 155.926956 146.177185
-150.104677 61.198775 59.500000 -29.153394 156.073527 144.412169
-150.095260 61.198775 59.500000 -33.786627 155.875963 142.361313
-150.085842 61.198775 59.500000 -38.211583 155.350275 140.065641
-150.076425 61.198775 59.500000 -42.365380 154.517518 137.571366
-150.067008 61.198775 59.500000 -46.185971 153.403636 134.929248
-150.057591 61.198775 59.500000 -49.613403 152.039174 132.193813
-150.048173 61.198775 59.500000 -52.591106 150.458863 129.422421
-150.038756 61.198775 59.500000 -55.067192 148.701088 126.674211
-150.029339 61.198775 59.500000 -56.995718 146.807233 124.008946
-150.019922 61.198775 59.500000 -58.337886 144.820936 121.485782
-150.010504 61.198775 59.500000 -59.063118 142.787242 119.161995
-150.001087 61.198775 59.500000 -59.149995 140.751709 117.091711
-149.991670 61.198775 59.500000 -58.587002 138.759461 115.324660
-149.982253 61.198775 59.500000 -57.373067 136.854234 113.905007
-149.972835 61.198775 59.500000 -55.517849 135.077440 112.870300
-149.963418 61.198775 59.500000 -53.041785 133.467265 112.250550
-149.954001 61.198775 59.500000 -49.975862 132.057850 112.067505
-149.944584 61.198775 59.500000 -46.361136 130.878564 112.334109
-149.935166 61.198775 59.500000 -42.248000 129.953394 113.054194
-149.925749 61.198775 59.500000 -37.695216 129.300483 114.222397
-149.916332 61.198775 59.500000 -32.768753 128.931807 115.824306
-149.906915 61.198775 59.500000 -27.540455 128.853022 117.836840
-149.897497 61.198775 59.500000 -22.086577 129.063464 120.228833
-149.888080 61.198775 59.500000 -16.486253 129.556315 122.961814
-149.878663 61.198775 59.500000 -10.819912 130.318908 125.990943
-149.869246 61.198775 59.500000 -5.167720 131.333176 129.266088
-149.859828 61.198775 59.500000 0.391933 132.576204 132.732978
-149.850411 61.198775 59.500000 5.783850 134.020893 136.334433
-149.840994 61.198775 59.500000 10.937308 135.636676 140.011599
-149.831577 61.198775 59.500000 15.787185 137.390295 143.705169
-149.822159 61.198775 59.500000 20.274903 139.246597 147.356558
-149.812742 61.198775 59.500000 24.349179 141.169319 150.908991
-149.803325 61.198775 59.500000 27.966565 143.121866 154.308492
-149.793908 61.198775 59.500000 31.091793 145.068028 157.504745
-149.784491 61.198775 59.500000 33.697918 146.972655 160.451822
-149.775073 61.198775 59.500000 35.766276 148.802249 163.108759
-149.765656 61.198775 59.500000 37.286276 150.525476 165.439986
-149.756239 61.198775 59.500000 38.255039 152.113597 167.415613
-149.746822 61.198775 59.500000 38.676916 153.540800 169.011567
-149.737404 61.198775 59.500000 38.562897 154.784450 170.209609
-149.727987 61.198775 59.500000 37.929949 155.825246 170.997226
-149.718570 61.198775 59.500000 36.800294 156.647298 171.367416
-149.709153 61.198775 59.500000 35.200658 157.238135 171.318398
-149.699735 61.198775 59.500000 33.161509 157.588633 170.853237
-149.690318 61.198775 59.500000 30.716299 157.692904 169.979423
