# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 356.000000, dip 49.000000, rake -102.000000
-119.833403 38.241730 35.000000 -1.240982 0.607067 0.110674
-119.830525 38.241730 35.000000 -1.237462 0.634098 0.139113
-119.827646 38.241730 35.000000 -1.233597 0.661499 0.168060
-119.824768 38.241730 35.000000 -1.229387 0.689264 0.197509
-119.821890 38.241730 35.000000 -1.224829 0.717387 0.227455
-119.819011 38.241730 35.000000 -1.219921 0.745861 0.257893
-119.816133 38.241730 35.000000 -1.214663 0.774680 0.288814
-119.813255 38.241730 35.000000 -1.209053 0.803834 0.320212
-119.810376 38.241730 35.000000 -1.203092 0.833315 0.352078
-119.807498 38.241730 35.000000 -1.196780 0.863116 0.384404
-119.804620 38.241730 35.000000 -1.190118 0.893225 0.417178
-119.801741 38.241730 35.000000 -1.183107 0.923633 0.450390
-119.798863 38.241730 35.000000 -1.175750 0.954328 0.484028
-119.795985 38.241730 35.000000 -1.168048 0.985300 0.518081
-119.793106 38.241730 35.000000 -1.160005 1.016536 0.552534
-119.790228 38.241730 35.000000 -1.151626 1.048023 0.587373
-119.787349 38.241730 35.000000 -1.142915 1.079749 0.622583
-119.784471 38.241730 35.000000 -1.133876 1.111699 0.658148
-119.781593 38.241730 35.000000 -1.124517 1.143858 0.694051
-119.778714 38.241730 35.000000 -1.114843 1.176212 0.730274
-119.775836 38.241730 35.000000 -1.104863 1.208743 0.766798
-119.772958 38.241730 35.000000 -1.094584 1.241437 0.803603
-119.770079 38.241730 35.000000 -1.084016 1.274275 0.840668
-119.767201 38.241730 35.000000 -1.073168 1.307239 0.877972
-119.764323 38.241730 35.000000 -1.062051 1.340312 0.915491
-119.761444 38.241730 35.000000 -1.050677 1.373473 0.953202
-119.758566 38.241730 35.000000 -1.039059 1.406704 0.991081
-119.755688 38.241730 35.000000 -1.027208 1.439985 1.029101
-119.752809 38.241730 35.000000 -1.015139 1.473293 1.067237
-119.749931 38.241730 35.000000 -1.002868 1.506608 1.105461
-119.747052 38.241730 35.000000 -0.990410 1.539909 1.143745
-119.744174 38.241730 35.000000 -0.977781 1.573172 1.182059
-119.741296 38.241730 35.000000 -0.964999 1.606374 1.220375
-119.738417 38.241730 35.000000 -0.952082 1.639493 1.258660
-119.735539 38.241730 35.000000 -0.939050 1.672504 1.296885
-119.732661 38.241730 35.000000 -0.925922 1.705384 1.335016
-119.729782 38.241730 35.000000 -0.912719 1.738108 1.373021
-119.726904 38.241730 35.000000 -0.899463 1.770652 1.410867
-119.724026 38.241730 35.000000 -0.886175 1.802989 1.448519
-119.721147 38.241730 35.000000 -0.872879 1.835096 1.485944
-119.718269 38.241730 35.000000 -0.859599 1.866946 1.523107
-119.715391 38.241730 35.000000 -0.846359 1.898515 1.559971
-119.712512 38.241730 35.000000 -0.833183 1.929777 1.596504
-119.709634 38.241730 35.000000 -0.820097 1.960706 1.632667
-119.706756 38.241730 35.000000 -0.807128 1.991277 1.668426
-119.703877 38.241730 35.000000 -0.794301 2.021466 1.703746
-119.700999 38.241730 35.000000 -0.781643 2.051247 1.738590
-119.698120 38.241730 35.000000 -0.769181 2.080595 1.772923
-119.695242 38.241730 35.000000 -0.756943 2.109487 1.806710
-119.692364 38.241730 35.000000 -0.744955 2.137898 1.839916
-119.689485 38.241730 35.000000 -0.733246 2.165806 1.872507
-119.686607 38.241730 35.000000 -0.721843 2.193187 1.904450
-119.683729 38.241730 35.000000 -0.710773 2.220021 1.935711
-119.680850 38.241730 35.000000 -0.700064 2.246285 1.966260
-119.677972 38.241730 35.000000 -0.689741 2.271960 1.996064
-119.675094 38.241730 35.000000 -0.679831 2.297027 2.025094
-119.672215 38.241730 35.000000 -0.670361 2.321467 2.053323
-119.669337 38.241730 35.000000 -0.661355 2.345263 2.080721
-119.666459 38.241730 35.000000 -0.652837 2.368400 2.107265
-119.663580 38.241730 35.000000 -0.644832 2.390863 2.132931
-119.660702 38.241730 35.000000 -0.637360 2.412639 2.157695
-119.657823 38.241730 35.000000 -0.630444 2.433717 2.181539
-119.654945 38.241730 35.000000 -0.624103 2.454086 2.204444
-119.652067 38.241730 35.000000 -0.618356 2.473738 2.226395
-119.649188 38.241730 35.000000 -0.613220 2.492666 2.247378
-119.646310 38.241730 35.000000 -0.608709 2.510865 2.267381
-119.643432 38.241730 35.000000 -0.604837 2.528333 2.286398
-119.640553 38.241730 35.000000 -0.601615 2.545067 2.304421
-119.637675 38.241730 35.000000 -0.599054 2.561069 2.321448
-119.634797 38.241730 35.000000 -0.597158 2.576342 2.337479
-119.631918 38.241730 35.000000 -0.595934 2.590890 2.352516
-119.629040 38.241730 35.000000 -0.595384 2.604720 2.366567
-119.626162 38.241730 35.000000 -0.595507 2.617841 2.379638
-119.623283 38.241730 35.000000 -0.596299 2.630263 2.391743
-119.620405 38.241730 35.000000 -0.597757 2.642000 2.402897
-119.617527 38.241730 35.000000 -0.599869 2.653067 2.413119
-119.614648 38.241730 35.000000 -0.602626 2.663480 2.422430
-119.611770 38.241730 35.000000 -0.606012 2.673260 2.430855
-119.608891 38.241730 35.000000 -0.610009 2.682426 2.438422
-119.606013 38.241730 35.000000 -0.614597 2.691002 2.445163
-119.603135 38.241730 35.000000 -0.619752 2.699012 2.451111
-119.600256 38.241730 35.000000 -0.625447 2.706484 2.456305
-119.597378 38.241730 35.000000 -0.631651 2.713446 2.460785
-119.594500 38.241730 35.000000 -0.638331 2.719926 2.464593
-119.591621 38.241730 35.000000 -0.645451 2.725957 2.467777
-119.588743 38.241730 35.000000 -0.652970 2.731571 2.470383
-119.585865 38.241730 35.000000 -0.660846 2.736801 2.472463
-119.582986 38.241730 35.000000 -0.669034 2.741683 2.474069
-119.580108 38.241730 35.000000 -0.677485 2.746252 2.475258
-119.577230 38.241730 35.000000 -0.686148 2.750544 2.476085
-119.574351 38.241730 35.000000 -0.694969 2.754596 2.476608
-119.571473 38.241730 35.000000 -0.703892 2.758445 2.476888
-119.568595 38.241730 35.000000 -0.712859 2.762129 2.476985
-119.565716 38.241730 35.000000 -0.721810 2.765684 2.476960
-119.562838 38.241730 35.000000 -0.730681 2.769148 2.476876
-119.559959 38.241730 35.000000 -0.739410 2.772557 2.476793
-119.557081 38.241730 35.000000 -0.747930 2.775946 2.476774
-119.554203 38.241730 35.000000 -0.756175 2.779350 2.476880
-119.551324 38.241730 35.000000 -0.764078 2.782803 2.477172
-119.548446 38.241730 35.000000 -0.771571 2.786337 2.477709
-119.545568 38.241730 35.000000 -0.778585 2.789983 2.478549
-119.542689 38.241730 35.000000 -0.785052 2.793769 2.479748
-119.539811 38.241730 35.000000 -0.790904 2.797722 2.481360
-119.536933 38.241730 35.000000 -0.796073 2.801866 2.483437
-119.534054 38.241730 35.000000 -0.800493 2.806224 2.486027
-119.531176 38.241730 35.000000 -0.804098 2.810816 2.489176
-119.528298 38.241730 35.000000 -0.806824 2.815657 2.492928
-119.525419 38.241730 35.000000 -0.808609 2.820763 2.497319
-119.522541 38.241730 35.000000 -0.809394 2.826144 2.502386
-119.519662 38.241730 35.000000 -0.809120 2.831807 2.508159
-119.516784 38.241730 35.000000 -0.807734 2.837758 2.514664
-119.513906 38.241730 35.000000 -0.805183 2.843997 2.521924
-119.511027 38.241730 35.000000 -0.801419 2.850522 2.529954
-119.508149 38.241730 35.000000 -0.796397 2.857327 2.538768
-119.505271 38.241730 35.000000 -0.790077 2.864402 2.548372
-119.502392 38.241730 35.000000 -0.782421 2.871736 2.558768
-119.499514 38.241730 35.000000 -0.773397 2.879311 2.569952
-119.496636 38.241730 35.000000 -0.762977 2.887108 2.581917
-119.493757 38.241730 35.000000 -0.751138 2.895102 2.594647
-119.490879 38.241730 35.000000 -0.737860 2.903269 2.608125
-119.488001 38.241730 35.000000 -0.723130 2.911577 2.622324
-119.485122 38.241730 35.000000 -0.706940 2.919993 2.637217
-119.482244 38.241730 35.000000 -0.689285 2.928481 2.652767
-119.479366 38.241730 35.000000 -0.670167 2.937003 2.668936
-119.476487 38.241730 35.000000 -0.649593 2.945516 2.685679
-119.473609 38.241730 35.000000 -0.627575 2.953977 2.702947
-119.470730 38.241730 35.000000 -0.604128 2.962338 2.720687
-119.467852 38.241730 35.000000 -0.579276 2.970551 2.738841
-119.464974 38.241730 35.000000 -0.553045 2.978566 2.757348
-119.462095 38.241730 35.000000 -0.525468 2.986331 2.776144
-119.459217 38.241730 35.000000 -0.496579 2.993791 2.795160
-119.456339 38.241730 35.000000 -0.466421 3.000893 2.814325
-119.453460 38.241730 35.000000 -0.435039 3.007581 2.833565
-119.450582 38.241730 35.000000 -0.402483 3.013799 2.852806
-119.447704 38.241730 35.000000 -0.368806 3.019491 2.871968
-119.444825 38.241730 35.000000 -0.334065 3.024600 2.890974
-119.441947 38.241730 35.000000 -0.298322 3.029071 2.909742
-119.439069 38.241730 35.000000 -0.261640 3.032847 2.928191
-119.436190 38.241730 35.000000 -0.224087 3.035874 2.946240
-119.433312 38.241730 35.000000 -0.185731 3.038099 2.963807
-119.430433 38.241730 35.000000 -0.146645 3.039469 2.980811
-119.427555 38.241730 35.000000 -0.106903 3.039933 2.997171
-119.424677 38.241730 35.000000 -0.066581 3.039441 3.012809
-119.421798 38.241730 35.000000 -0.025755 3.037948 3.027646
-119.418920 38.241730 35.000000 0.015497 3.035407 3.041606
-119.416042 38.241730 35.000000 0.057095 3.031777 3.054615
-119.413163 38.241730 35.000000 0.098959 3.027017 3.066601
-119.410285 38.241730 35.000000 0.141012 3.021090 3.077495
-119.407407 38.241730 35.000000 0.183172 3.013962 3.087231
-119.404528 38.241730 35.000000 0.225362 3.005602 3.095747
-119.401650 38.241730 35.000000 0.267502 2.995981 3.102982
-119.398772 38.241730 35.000000 0.309516 2.985075 3.108881
-119.395893 38.241730 35.000000 0.351328 2.972861 3.113392
-119.393015 38.241730 35.000000 0.392863 2.959321 3.116467
-119.390137 38.241730 35.000000 0.434048 2.944442 3.118061
-119.387258 38.241730 35.000000 0.474813 2.928210 3.118135
-119.384380 38.241730 35.000000 0.515089 2.910618 3.116654
-119.381501 38.241730 35.000000 0.554809 2.891662 3.113585
-119.378623 38.241730 35.000000 0.593911 2.871340 3.108904
-119.375745 38.241730 35.000000 0.632332 2.849654 3.102587
-119.372866 38.241730 35.000000 0.670015 2.826611 3.094617
-119.369988 38.241730 35.000000 0.706904 2.802218 3.084980
-119.367110 38.241730 35.000000 0.742947 2.776488 3.073667
-119.364231 38.241730 35.000000 0.778094 2.749436 3.060674
-119.361353 38.241730 35.000000 0.812301 2.721080 3.046000
-119.358475 38.241730 35.000000 0.845523 2.691441 3.029650
-119.355596 38.241730 35.000000 0.877722 2.660542 3.011631
-119.352718 38.241730 35.000000 0.908862 2.628411 2.991955
-119.349840 38.241730 35.000000 0.938909 2.595075 2.970638
-119.346961 38.241730 35.000000 0.967835 2.560566 2.947699
-119.344083 38.241730 35.000000 0.995612 2.524917 2.923162
-119.341204 38.241730 35.000000 1.022219 2.488164 2.897051
-119.338326 38.241730 35.000000 1.047635 2.450344 2.869398
-119.335448 38.241730 35.000000 1.071845 2.411496 2.840234
-119.332569 38.241730 35.000000 1.094834 2.371661 2.809594
-119.329691 38.241730 35.000000 1.116592 2.330881 2.777518
-119.326813 38.241730 35.000000 1.137112 2.289199 2.744044
-119.323934 38.241730 35.000000 1.156389 2.246661 2.709216
-119.321056 38.241730 35.000000 1.174421 2.203311 2.673079
-119.318178 38.241730 35.000000 1.191210 2.159196 2.635680
-119.315299 38.241730 35.000000 1.206759 2.114362 2.597066
-119.312421 38.241730 35.000000 1.221073 2.068858 2.557287
-119.309543 38.241730 35.000000 1.234161 2.022731 2.516396
-119.306664 38.241730 35.000000 1.246033 1.976030 2.474443
-119.303786 38.241730 35.000000 1.256702 1.928802 2.431482
-119.300908 38.241730 35.000000 1.266182 1.881096 2.387568
-119.298029 38.241730 35.000000 1.274489 1.832960 2.342755
-119.295151 38.241730 35.000000 1.281642 1.784441 2.297098
-119.292272 38.241730 35.000000 1.287659 1.735588 2.250652
-119.289394 38.241730 35.000000 1.292563 1.686447 2.203472
-119.286516 38.241730 35.000000 1.296376 1.637065 2.155615
-119.283637 38.241730 35.000000 1.299120 1.587487 2.107135
-119.280759 38.241730 35.000000 1.300822 1.537759 2.058087
-119.277881 38.241730 35.000000 1.301507 1.487924 2.008527
-119.275002 38.241730 35.000000 1.301200 1.438027 1.958507
-119.272124 38.241730 35.000000 1.299931 1.388109 1.908081
-119.269246 38.241730 35.000000 1.297727 1.338211 1.857302
-119.266367 38.241730 35.000000 1.294616 1.288375 1.806222
-119.263489 38.241730 35.000000 1.290629 1.238639 1.754891
-119.260611 38.241730 35.000000 1.285794 1.189041 1.703359
-119.257732 38.241730 35.000000 1.280141 1.139619 1.651675
-119.254854 38.241730 35.000000 1.273701 1.090406 1.599887
-119.251975 38.241730 35.000000 1.266504 1.041439 1.548040
-119.249097 38.241730 35.000000 1.258579 0.992749 1.496181
-119.246219 38.241730 35.000000 1.249958 0.944369 1.444352
-119.243340 38.241730 35.000000 1.240669 0.896329 1.392597
-119.240462 38.241730 35.000000 1.230745 0.848658 1.340956
-119.237584 38.241730 35.000000 1.220213 0.801384 1.289469
-119.234705 38.241730 35.000000 1.209104 0.754533 1.238174
-119.231827 38.241730 35.000000 1.197447 0.708130 1.187109
-119.228949 38.241730 35.000000 1.185271 0.662199 1.136308
-119.226070 38.241730 35.000000 1.172604 0.616763 1.085805
-119.223192 38.241730 35.000000 1.159475 0.571843 1.035632
-119.220314 38.241730 35.000000 1.145910 0.527458 0.985822
-119.217435 38.241730 35.000000 1.131936 0.483627 0.936402
-119.214557 38.241730 35.000000 1.117581 0.440369 0.887401
-119.211679 38.241730 35.000000 1.102870 0.397698 0.838846
-119.208800 38.241730 35.000000 1.087828 0.355631 0.790762
-119.205922 38.241730 35.000000 1.072481 0.314180 0.743172
-119.203043 38.241730 35.000000 1.056851 0.273359 0.696099
-119.200165 38.241730 35.000000 1.040964 0.233179 0.649564
-119.197287 38.241730 35.000000 1.024840 0.193650 0.603586
-119.194408 38.241730 35.000000 1.008503 0.154783 0.558184
-119.191530 38.241730 35.000000 0.991973 0.116585 0.513374
