# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 189.000000, dip 62.000000, rake -88.000000
-150.424863 61.198775 35.500000 0.063430 95.981455 96.006827
-150.415446 61.198775 35.500000 1.086425 98.103442 98.538011
-150.406029 61.198775 35.500000 2.063351 100.186206 101.011546
-150.396612 61.198775 35.500000 2.983688 102.223925 103.417400
-150.387194 61.198775 35.500000 3.836259 104.210818 105.745321
-150.377777 61.198775 35.500000 4.609275 106.141218 107.984928
-150.368360 61.198775 35.500000 5.290394 108.009655 110.125812
-150.358943 61.198775 35.500000 5.866797 109.810939 112.157658
-150.349525 61.198775 35.500000 6.325290 111.540262 114.070378
-150.340108 61.198775 35.500000 6.652414 113.193302 115.854268
-150.330691 61.198775 35.500000 6.834594 114.766332 117.500170
-150.321274 61.198775 35.500000 6.858302 116.256343 118.999663
-150.311856 61.198775 35.500000 6.710244 117.661161 120.345258
-150.302439 61.198775 35.500000 6.377581 118.979577 121.530610
-150.293022 61.198775 35.500000 5.848168 120.211471 122.550738
-150.283605 61.198775 35.500000 5.110818 121.357930 123.402258
-150.274187 61.198775 35.500000 4.155591 122.421372 124.083609
-150.264770 61.198775 35.500000 2.974101 123.405645 124.595286
-150.255353 61.198775 35.500000 1.559840 124.316123 124.940059
-150.245936 61.198775 35.500000 -0.091485 125.159776 125.123182
-150.236518 61.198775 35.500000 -1.981614 125.945221 125.152575
-150.227101 61.198775 35.500000 -4.109395 126.682740 125.038982
-150.217684 61.198775 35.500000 -6.470456 127.384264 124.796082
-150.208267 61.198775 35.500000 -9.056897 128.063317 124.440558
-150.198849 61.198775 35.500000 -11.857017 128.734915 123.992108
-150.189432 61.198775 35.500000 -14.855078 129.415416 123.473385
-150.180015 61.198775 35.500000 -18.031134 130.122316 122.909863
-150.170598 61.198775 35.500000 -21.360914 130.873991 122.329625
-150.161180 61.198775 35.500000 -24.815802 131.689379 121.763058
-150.151763 61.198775 35.500000 -28.362901 132.587613 121.242452
-150.142346 61.198775 35.500000 -31.965197 133.587592 120.801513
-150.132929 61.198775 35.500000 -35.581848 134.707513 120.474774
-150.123511 61.198775 35.500000 -39.168575 135.964358 120.296928
-150.114094 61.198775 35.500000 -42.678192 137.373346 120.302069
-150.104677 61.198775 35.500000 -46.061244 138.947375 120.522878
-150.095260 61.198775 35.500000 -49.266768 140.696457 120.989749
-150.085842 61.198775 35.500000 -52.243163 142.627157 121.729892
-150.076425 61.198775 35.500000 -54.939146 144.742081 122.766422
-150.067008 61.198775 35.500000 -57.304794 147.039394 124.117476
-150.057591 61.198775 35.500000 -59.292625 149.512423 125.795373
-150.048173 61.198775 35.500000 -60.858712 152.149340 127.805856
-150.038756 61.198775 35.500000 -61.963783 154.932958 130.147445
-150.029339 61.198775 35.500000 -62.574285 157.840642 132.810928
-150.019922 61.198775 35.500000 -62.663370 160.844363 135.779015
-150.010504 61.198775 35.500000 -62.211770 163.910891 139.026183
-150.001087 61.198775 35.500000 -61.208534 167.002136 142.518723
-149.991670 61.198775 35.500000 -59.651587 170.075639 146.215004
-149.982253 61.198775 35.500000 -57.548098 173.085196 150.065957
-149.972835 61.198775 35.500000 -54.914626 175.981619 154.015768
-149.963418 61.198775 35.500000 -51.777045 178.713600 158.002781
-149.954001 61.198775 35.500000 -48.170228 181.228668 161.960577
-149.944584 61.198775 35.500000 -44.137513 183.474212 165.819207
-149.935166 61.198775 35.500000 -39.729943 185.398528 169.506551
-149.925749 61.198775 35.500000 -35.005323 186.951879 172.949750
-149.916332 61.198775 35.500000 -30.027098 188.087522 176.076683
-149.906915 61.198775 35.500000 -24.863099 188.762679 178.817439
-149.897497 61.198775 35.500000 -19.584198 188.939418 181.105739
-149.888080 61.198775 35.500000 -14.262901 188.585428 182.880267
-149.878663 61.198775 35.500000 -8.971926 187.674648 184.085878
-149.869246 61.198775 35.500000 -3.782811 186.187767 184.674642
-149.859828 61.198775 35.500000 1.235414 184.112541 184.606707
-149.850411 61.198775 35.500000 6.017454 181.443968 183.850949
-149.840994 61.198775 35.500000 10.502848 178.184281 182.385420
-149.831577 61.198775 35.500000 14.636907 174.342796 180.197559
-149.822159 61.198775 35.500000 18.371489 169.935609 177.284204
-149.812742 61.198775 35.500000 21.665579 164.985161 173.651392
-149.803325 61.198775 35.500000 24.485689 159.519694 169.313969
-149.793908 61.198775 35.500000 26.806074 153.572611 164.295041
-149.784491 61.198775 35.500000 28.608761 147.181771 158.625276
-149.775073 61.198775 35.500000 29.883424 140.388730 152.342099
-149.765656 61.198775 35.500000 30.627101 133.237960 145.488801
-149.756239 61.198775 35.500000 30.843787 125.776068 138.113583
-149.746822 61.198775 35.500000 30.543919 118.051021 130.268588
-149.737404 61.198775 35.500000 29.743778 110.111403 122.008914
-149.727987 61.198775 35.500000 28.464819 102.005729 113.391656
-149.718570 61.198775 35.500000 26.732976 93.781797 104.474987
-149.709153 61.198775 35.500000 24.577933 85.486123 95.317296
-149.699735 61.198775 35.500000 22.032402 77.163437 85.976397
-149.690318 61.198775 35.500000 19.131411 68.856254 76.508819
-149.680901 61.198775 35.500000 15.911624 60.604529 66.969179
-149.671484 61.198775 35.500000 12.410701 52.445376 57.409657
-149.662066 61.198775 35.500000 8.666705 44.412865 47.879547
-149.652649 61.198775 35.500000 4.717566 36.537885 38.424911
-149.643232 61.198775 35.500000 0.600608 28.848070 29.088313
-149.633815 61.198775 35.500000 -3.647870 21.367781 19.908633
-149.624397 61.198775 35.500000 -7.992942 14.118134 10.920957
-149.614980 61.198775 35.500000 -12.401347 7.117079 2.156540
-149.605563 61.198775 35.500000 -16.841725 0.379507 -6.357183
-149.596146 61.198775 35.500000 -21.284788 -6.082610 -14.596525
-149.586728 61.198775 35.500000 -25.703452 -12.260054 -22.541434
-149.577311 61.198775 35.500000 -30.072913 -18.146181 -30.175347
-149.567894 61.198775 35.500000 -34.370688 -23.736732 -37.485008
-149.558477 61.198775 35.500000 -38.576617 -29.029629 -44.460275
-149.549059 61.198775 35.500000 -42.672831 -34.024770 -51.093903
-149.539642 61.198775 35.500000 -46.643703 -38.723835 -57.381316
-149.530225 61.198775 35.500000 -50.475761 -43.130077 -63.320382
-149.520808 61.198775 35.500000 -54.157603 -47.248137 -68.911178
-149.511390 61.198775 35.500000 -57.679781 -51.083853 -74.155766
-149.501973 61.198775 35.500000 -61.034688 -54.644090 -79.057965
-149.492556 61.198775 35.500000 -64.216429 -57.936572 -83.623143
-149.483139 61.198775 35.500000 -67.220694 -60.969729 -87.858006
-150.424863 61.203279 35.500000 -0.094406 99.315019 99.277256
-150.415446 61.203279 35.500000 1.059854 101.560102 101.984044
-150.406029 61.203279 35.500000 2.172472 103.765072 104.634061
-150.396612 61.203279 35.500000 3.232253 105.923520 107.216421
-150.387194 61.203279 35.500000 4.227228 108.029044 109.719935
-150.377777 61.203279 35.500000 5.144682 110.075327 112.133200
-150.368360 61.203279 35.500000 5.971214 112.056218 114.444704
-150.358943 61.203279 35.500000 6.692806 113.965833 116.642955
-150.349525 61.203279 35.500000 7.294921 115.798656 118.716624
-150.340108 61.203279 35.500000 7.762616 117.549659 120.654705
-150.330691 61.203279 35.500000 8.080691 119.214424 122.446700
-150.321274 61.203279 35.500000 8.233858 120.789274 124.082817
-150.311856 61.203279 35.500000 8.206942 122.271417 125.554194
-150.302439 61.203279 35.500000 7.985112 123.659083 126.853127
-150.293022 61.203279 35.500000 7.554135 124.951672 127.973326
-150.283605 61.203279 35.500000 6.900674 126.149899 128.910168
-150.274187 61.203279 35.500000 6.012597 127.255926 129.660965
-150.264770 61.203279 35.500000 4.879326 128.273500 130.225231
-150.255353 61.203279 35.500000 3.492196 129.208060 130.604938
-150.245936 61.203279 35.500000 1.844840 130.066835 130.804771
-150.236518 61.203279 35.500000 -0.066418 130.858915 130.832348
-150.227101 61.203279 35.500000 -2.242173 131.595287 130.698418
