date-time, latitude, longitude, depth, RMS, Nphs, Gap, Dist, errH, errZ, Mamp, Mdur, expect_lat, expect_lon, expect_z, EllipsoidAz1, EllipsoidDip1, EllipsoidLen1, EllipsoidAz2, EllipsoidDip2, EllipsoidLen2, EllipsoidLen3, EllipseAz1, EllipseLen1, EllipseAz2, EllipseLen2, publicId
2004-09-28T17:38:39.3887,35.8459,-120.3928,4.0233,0.52,36,37,1.20,0.0545,0.0845,2.73,-9.90,35.8459,-120.3927,4.0265,-169.54,-5.52,0.04,-78.72,-8.35,0.07,0.11,261.71,0.04,171.71,0.05,30506254
2004-09-28T17:39:13.9267,35.9392,-120.4938,8.5320,0.08,31,45,1.95,0.0522,0.0564,2.55,-9.90,35.9391,-120.4937,8.5336,15.63,3.03,0.05,-75.01,11.91,0.06,0.07,254.12,0.04,164.12,0.05,30506255
2004-09-28T17:40:16.8688,35.8758,-120.4316,4.4830,0.05,13,64,2.79,0.1129,0.2627,1.91,-9.90,35.8759,-120.4319,4.4271,28.15,10.37,0.11,-240.57,6.98,0.13,0.33,92.20,0.10,2.20,0.11,30506434
2004-09-28T17:41:01.2141,35.8059,-120.3570,7.3307,0.04,7,86,2.79,0.1474,0.2210,1.41,-9.90,35.8057,-120.3572,7.2991,6.99,10.92,0.11,-260.09,14.83,0.17,0.28,90.81,0.10,0.81,0.15,30506435
2004-09-28T17:41:09.9827,35.9254,-120.4814,4.0084,0.36,61,38,3.07,0.0783,0.1512,2.89,-9.90,35.9255,-120.4816,3.9865,-165.47,0.27,0.08,-255.50,6.20,0.10,0.19,255.16,0.07,165.16,0.08,21400760
2004-09-28T17:41:52.4721,35.8043,-120.3573,9.0676,0.07,7,120,2.96,0.2485,0.3272,1.86,-9.90,35.8043,-120.3574,9.0678,19.59,4.00,0.16,-248.92,20.36,0.29,0.42,252.18,0.13,162.18,0.25,30506436
2004-09-28T17:42:12.5845,35.8293,-120.3829,6.7127,0.02,6,203,2.63,0.0643,0.1044,1.36,-9.90,35.8295,-120.3830,6.7144,1.38,-2.63,0.05,-88.65,-0.53,0.08,0.13,268.55,0.04,178.55,0.06,30506437
2004-09-28T17:42:24.0265,35.8695,-120.4216,4.7747,0.02,8,108,2.26,0.0685,0.1101,2.26,-9.90,35.8693,-120.4216,4.7466,2.26,1.00,0.05,-267.44,16.86,0.08,0.14,268.55,0.04,178.55,0.07,30506438
2004-09-28T17:42:52.5547,35.9222,-120.4776,4.1683,0.02,8,150,3.48,0.0365,0.0635,1.12,-9.90,35.9222,-120.4777,4.1698,10.91,-5.54,0.03,-79.54,-4.67,0.04,0.08,257.34,0.02,167.34,0.04,30506439
2004-09-28T17:43:06.2605,35.8612,-120.4122,4.6701,0.04,34,49,2.47,0.0328,0.0474,2.47,-9.90,35.8612,-120.4122,4.6578,1.94,5.26,0.02,-266.47,16.83,0.04,0.06,91.17,0.02,1.17,0.03,30506440
2004-09-28T17:43:40.4219,35.8692,-120.4248,8.2008,0.04,37,38,2.51,0.1314,0.1788,2.36,-9.90,35.8691,-120.4252,8.1628,3.78,6.17,0.08,-263.62,22.73,0.15,0.23,90.07,0.07,0.07,0.13,30506441
2004-09-28T17:44:06.7042,35.8611,-120.4125,4.8538,0.04,32,52,2.49,0.0388,0.0756,2.35,-9.90,35.8611,-120.4125,4.8420,-1.81,6.06,0.04,88.51,3.06,0.05,0.09,94.67,0.03,4.67,0.04,30506442
2004-09-28T17:44:43.4342,35.9325,-120.4896,5.1043,0.04,8,129,2.27,0.0693,0.1124,1.37,-9.90,35.9325,-120.4896,5.0992,9.19,-9.66,0.06,-82.23,-8.26,0.08,0.14,254.95,0.05,164.95,0.07,30506443
2004-09-28T17:45:17.6039,35.8608,-120.4126,4.8802,0.03,11,85,2.52,0.0524,0.0989,1.12,-9.90,35.8608,-120.4124,4.8580,6.06,7.55,0.04,-263.53,3.15,0.06,0.12,265.90,0.03,175.90,0.05,30506444
2004-09-28T17:45:35.1362,35.8759,-120.4320,4.4056,0.05,17,86,2.82,0.0621,0.1513,1.96,-9.90,35.8759,-120.4321,4.3653,28.69,9.27,0.06,-239.94,8.36,0.07,0.19,269.75,0.05,179.75,0.06,30506445
2004-09-28T17:46:19.7293,35.9271,-120.4837,3.5231,0.02,9,196,2.83,0.0325,0.0514,1.51,-9.90,35.9271,-120.4837,3.5021,-254.74,2.66,0.03,-164.10,13.63,0.04,0.06,167.14,0.02,77.14,0.03,30506446
2004-09-28T17:46:39.9714,35.9412,-120.4955,8.4925,0.03,27,61,1.71,0.0921,0.0614,1.74,-9.90,35.9408,-120.4952,8.4796,73.36,7.92,0.06,51.74,-81.49,0.08,0.11,196.99,0.05,106.99,0.09,30506447
2004-09-28T17:47:55.9173,35.8744,-120.4292,4.7863,0.21,9,107,2.62,0.1964,0.2140,1.03,-9.90,35.8750,-120.4301,4.7260,-95.31,-13.44,0.10,-196.04,-37.93,0.16,0.33,173.59,0.09,83.59,0.20,30506448
2004-09-28T17:48:27.1793,35.8655,-120.4158,4.1823,0.05,9,89,2.21,0.0411,0.0665,1.35,-9.90,35.8656,-120.4157,4.1986,5.08,5.06,0.03,-263.82,12.27,0.05,0.08,267.86,0.02,177.86,0.04,21400767
2004-09-28T17:48:56.8537,35.8756,-120.4322,4.1403,0.03,18,109,2.84,0.1312,0.2409,3.09,-9.90,35.8757,-120.4322,4.1418,-161.99,-7.43,0.10,-70.16,-13.73,0.15,0.31,259.77,0.08,169.77,0.13,30500818
2004-09-28T17:49:03.1814,35.8612,-120.4122,4.6701,0.06,33,39,2.47,0.0334,0.0506,2.68,-9.90,35.8611,-120.4122,4.6670,-174.03,-4.72,0.02,-82.70,-15.78,0.04,0.06,266.96,0.02,176.96,0.03,30500819
2004-09-28T17:49:43.9445,35.8848,-120.4394,4.8011,0.07,18,99,3.43,0.0889,0.1259,2.05,-9.90,35.8846,-120.4392,4.7858,-265.03,9.58,0.08,-174.00,6.05,0.11,0.16,177.29,0.06,87.29,0.09,30500820
2004-09-28T17:50:23.1453,36.0341,-120.5946,3.7151,0.20,31,47,5.90,0.1944,0.4191,2.19,-9.90,36.0339,-120.5947,3.7075,0.77,2.95,0.15,-268.80,8.28,0.23,0.52,92.00,0.13,2.00,0.19,30500821
2004-09-28T17:51:06.6474,35.8937,-120.5112,0.6763,0.07,9,145,3.82,3.4437,2.2406,1.94,-9.90,35.8997,-120.4877,2.3628,-119.78,-57.00,1.25,-194.42,9.76,1.91,4.92,97.64,1.52,7.64,3.44,30500822
2004-09-28T17:51:37.8170,35.9696,-120.5298,6.0807,0.02,8,146,3.19,0.0351,0.0453,1.17,-9.90,35.9696,-120.5298,6.0718,-0.62,-8.61,0.03,-92.32,-11.12,0.04,0.06,267.93,0.03,177.93,0.04,30500823
2004-09-28T17:51:51.7274,35.8202,-120.3734,7.0802,0.03,7,136,2.89,0.0939,0.1244,1.26,-9.90,35.8201,-120.3735,7.0772,4.48,8.86,0.08,-262.28,19.93,0.11,0.16,92.13,0.07,2.13,0.09,30500824
2004-09-28T17:52:41.1323,35.8564,-120.4083,4.9066,0.03,11,78,2.41,0.0601,0.0942,1.41,-9.90,35.8564,-120.4083,4.8862,-180.69,-4.13,0.05,-89.72,-13.22,0.07,0.12,93.34,0.04,3.34,0.06,30500825
2004-09-28T17:54:22.8731,35.9174,-120.4770,4.0364,0.02,13,144,3.71,0.0435,0.0813,1.25,-9.90,35.9174,-120.4771,4.0285,9.94,-7.48,0.04,-80.41,-2.63,0.05,0.10,257.85,0.03,167.85,0.04,30500826
2004-09-28T17:54:32.7137,35.9880,-120.5461,3.2059,0.09,29,56,1.62,0.0474,0.0772,2.47,-9.90,35.9879,-120.5461,3.2112,-155.79,3.35,0.05,-245.91,1.94,0.06,0.10,245.26,0.04,155.26,0.05,30500827
2004-09-28T17:55:02.0952,35.8646,-120.4160,4.5778,0.05,13,67,2.30,0.0784,0.2272,1.64,-9.90,35.8648,-120.4159,4.4954,12.70,7.54,0.03,-259.49,-16.08,0.04,0.30,235.03,0.02,145.03,0.08,30500828
2004-09-28T17:56:11.7712,35.8752,-120.4293,4.6297,0.05,11,125,2.61,0.1017,0.1388,1.40,-9.90,35.8753,-120.4295,4.6328,-119.26,-30.57,0.06,-218.23,-14.78,0.06,0.21,151.40,0.05,61.40,0.10,30500829
2004-09-28T17:56:33.6630,35.9699,-120.5302,6.0931,0.09,11,146,3.23,0.0708,0.1029,1.88,-9.90,35.9698,-120.5302,6.0903,-224.98,21.56,0.07,-132.11,7.21,0.08,0.13,172.83,0.07,82.83,0.07,30500831
2004-09-28T17:56:39.7343,35.8248,-120.3788,8.6458,0.05,6,138,11.11,0.2660,0.3558,1.68,-9.90,35.8246,-120.3793,8.6628,-176.82,-6.14,0.17,-85.17,-15.02,0.32,0.45,268.85,0.14,178.85,0.27,30500830
2004-09-28T17:57:43.8529,35.7870,-120.3394,9.0462,0.05,57,42,5.04,0.0623,0.0877,2.66,-9.90,35.7870,-120.3393,9.0437,-5.95,7.20,0.06,86.39,17.94,0.07,0.11,103.49,0.05,13.49,0.06,21400463
2004-09-28T17:58:24.5801,35.7906,-120.3431,9.0067,0.11,17,72,4.57,0.0724,0.1068,1.68,-9.90,35.7907,-120.3430,9.0210,6.94,14.21,0.06,-260.61,9.55,0.09,0.14,90.58,0.05,0.58,0.07,30506256
2004-09-28T17:59:04.1616,35.8747,-120.4290,4.7879,0.06,5,181,2.59,0.0518,0.0981,1.32,-9.90,35.8745,-120.4289,4.7897,-156.61,-16.76,0.05,-66.59,-0.08,0.06,0.13,246.93,0.05,156.93,0.05,30506257
2004-09-28T17:59:37.9576,35.9264,-120.4829,3.5235,0.06,11,110,2.91,0.0187,0.0281,1.44,-9.90,35.9265,-120.4829,3.5150,74.74,-3.37,0.02,-196.10,14.02,0.02,0.04,192.89,0.01,102.89,0.02,30506258
2004-09-28T18:00:26.9849,35.8692,-120.4251,4.4534,0.38,6,150,2.54,2.9989,0.5730,1.89,-9.90,35.8617,-120.4166,4.5180,-89.91,-23.29,0.26,-247.97,-65.10,0.49,3.75,176.34,0.25,86.34,3.00,30506259
2004-09-28T18:00:57.7958,35.9252,-120.4812,3.9849,0.01,9,148,3.09,0.0181,0.0303,1.14,-9.90,35.9252,-120.4813,3.9833,86.91,0.86,0.02,-183.03,3.89,0.02,0.04,183.59,0.02,93.59,0.02,30506260
2004-09-28T18:01:17.2500,35.8203,-120.3732,5.2971,0.02,15,68,2.10,0.9520,1.5995,1.61,-9.90,35.8194,-120.3722,5.6393,-108.71,-8.31,0.32,-203.06,-27.45,0.54,2.24,185.56,0.27,95.56,0.95,30506261
2004-09-28T18:01:54.7150,35.9461,-120.5038,4.7879,0.02,11,73,1.24,0.0455,0.0588,1.54,-9.90,35.9461,-120.5039,4.7962,7.14,-8.36,0.04,-84.69,-12.25,0.06,0.07,260.22,0.03,170.22,0.05,30506262
2004-09-28T18:02:21.4470,35.9222,-120.4776,4.1691,0.87,23,59,3.48,0.0220,0.0394,2.53,-9.90,35.9223,-120.4776,4.1660,10.70,-4.74,0.02,-79.93,-7.55,0.03,0.05,256.50,0.02,166.50,0.02,30506263
2004-09-28T18:03:12.5300,35.9266,-120.4831,3.5499,0.02,16,60,2.89,0.0164,0.0324,1.75,-9.90,35.9267,-120.4831,3.5461,11.58,-6.07,0.02,-78.53,-1.03,0.02,0.04,255.72,0.02,165.72,0.02,30506264
2004-09-28T18:03:41.1113,35.9282,-120.4845,4.1164,0.02,7,198,2.74,0.0264,0.0424,1.03,-9.90,35.9283,-120.4846,4.1192,-160.51,5.61,0.03,-251.38,8.75,0.03,0.05,246.82,0.02,156.82,0.03,30506265
2004-09-28T18:04:00.1010,35.9224,-120.4778,4.1691,0.07,34,39,4.21,0.0192,0.0282,2.35,-9.90,35.9223,-120.4778,4.1553,-148.01,2.00,0.02,-238.44,11.95,0.02,0.04,236.64,0.02,146.64,0.02,30506266
2004-09-28T18:04:34.2744,35.9222,-120.4778,4.1691,0.06,32,51,3.46,0.0208,0.0329,2.46,-9.90,35.9223,-120.4778,4.1590,-158.65,2.52,0.02,-248.97,7.29,0.03,0.04,247.52,0.02,157.52,0.02,30506267
2004-09-28T18:06:22.5194,35.8945,-120.4492,5.1439,0.03,12,100,4.14,0.0585,0.1244,1.42,-9.90,35.8945,-120.4492,5.1329,-170.65,-2.47,0.04,-80.35,-6.89,0.07,0.16,262.32,0.04,172.32,0.06,21400771
2004-09-28T18:06:39.3805,35.9587,-120.5162,4.3932,0.02,6,130,1.62,0.0371,0.0688,1.34,-9.90,35.9587,-120.5163,4.4013,-9.41,-10.37,0.04,-98.51,4.91,0.05,0.09,108.02,0.03,18.02,0.04,30500832
2004-09-28T18:07:18.5970,35.8394,-120.3939,5.2576,0.02,18,54,0.56,0.1828,0.2746,1.62,-9.90,35.8396,-120.3937,5.3294,-75.55,-6.35,0.20,-167.87,-19.94,0.20,0.36,151.39,0.16,61.39,0.18,30500833
2004-09-28T18:07:48.3728,35.8692,-120.4216,4.6956,0.05,8,98,2.27,0.0443,0.0742,1.21,-9.90,35.8693,-120.4215,4.6885,2.27,-1.94,0.03,-88.21,-13.91,0.05,0.09,266.30,0.03,176.30,0.04,30500834
2004-09-28T18:08:17.9691,35.8750,-120.4267,4.7360,0.03,8,124,2.39,0.0404,0.0629,1.24,-9.90,35.8749,-120.4267,4.7586,-196.08,-0.03,0.04,-106.07,-11.58,0.05,0.08,106.10,0.03,16.10,0.04,30500835
2004-09-28T18:09:01.6042,35.9560,-120.5139,7.4254,0.12,33,49,1.39,0.0438,0.0484,2.13,-9.90,35.9560,-120.5140,7.4228,6.89,-7.32,0.04,-86.75,-26.28,0.05,0.06,260.90,0.03,170.90,0.04,30500836
2004-09-28T18:09:36.0962,35.8398,-120.3953,4.9543,0.24,32,76,0.51,0.2905,0.4602,2.84,-9.90,35.8397,-120.3954,4.9220,21.27,7.59,0.21,-66.24,-18.04,0.32,0.60,255.81,0.18,165.81,0.29,30500837
2004-09-28T18:14:46.2918,35.9266,-120.4831,3.5235,0.02,25,60,2.89,0.0166,0.0287,1.92,-9.90,35.9266,-120.4831,3.5107,12.60,-7.45,0.02,-77.75,-2.63,0.02,0.04,254.82,0.01,164.82,0.02,21400774
2004-09-28T18:15:14.9623,36.0106,-120.5699,3.3377,0.04,13,153,4.41,0.0490,0.0876,1.59,-9.90,36.0105,-120.5699,3.3396,-40.05,-1.83,0.05,-130.32,-8.59,0.06,0.11,128.17,0.04,38.17,0.05,30500839
2004-09-28T18:15:37.7669,35.8759,-120.4321,4.3528,0.05,20,47,2.83,0.0648,0.1583,1.66,-9.90,35.8759,-120.4322,4.3318,-149.98,-7.78,0.06,-58.69,-9.35,0.07,0.20,260.10,0.05,170.10,0.06,30500840
2004-09-28T18:20:45.7842,35.8189,-120.3717,4.9807,0.02,10,88,2.09,0.2923,1.2890,1.28,-9.90,35.8191,-120.3724,5.3747,9.59,-6.23,0.23,-80.50,-0.86,0.36,1.61,255.87,0.23,165.87,0.29,30506269
2004-09-28T18:21:12.6493,35.8643,-120.4169,4.5770,0.04,40,51,2.37,0.1273,0.1034,1.82,-9.90,35.8641,-120.4177,4.5570,-200.93,-1.47,0.05,-108.48,-59.01,0.11,0.17,111.46,0.04,21.46,0.13,21400465
2004-09-28T18:22:06.7751,35.8295,-120.3824,6.5529,0.17,8,122,1.64,0.1083,0.1661,1.32,-9.90,35.8294,-120.3824,6.5669,-169.51,-4.12,0.10,-78.41,-15.00,0.13,0.21,262.88,0.08,172.88,0.11,30506270
2004-09-28T18:25:28.7849,35.8564,-120.4083,4.9329,0.54,9,136,2.41,0.0657,0.1032,1.44,-9.90,35.8565,-120.4082,4.9168,-168.81,-9.52,0.05,-76.64,-12.73,0.08,0.13,265.13,0.04,175.13,0.07,30506271
2004-09-28T18:27:20.4719,35.8317,-120.3793,5.2180,0.02,7,153,1.81,0.2773,0.2940,1.37,-9.90,35.8313,-120.3795,5.2226,-155.85,-4.87,0.18,-247.68,-20.51,0.34,0.37,245.46,0.15,155.46,0.28,30506272
2004-09-28T18:30:24.1870,35.9045,-120.4579,4.7352,0.03,9,107,5.68,0.0415,0.0604,1.24,-9.90,35.9046,-120.4579,4.7388,-170.36,0.12,0.03,-260.39,13.96,0.05,0.08,260.31,0.02,170.31,0.04,30506273
2004-09-28T18:30:45.2217,35.9556,-120.3356,6.5430,0.19,13,217,10.16,9.9920,13.0250,1.80,-9.90,35.9339,-120.3696,13.3858,-159.19,11.15,1.72,-241.76,-33.29,6.61,19.33,261.11,2.09,171.11,9.99,30506274
2004-09-28T18:31:45.3727,35.9345,-120.4912,4.4855,0.01,8,187,2.17,0.0278,0.0402,1.16,-9.90,35.9346,-120.4912,4.4774,22.59,-18.57,0.03,-72.21,-14.01,0.03,0.05,211.77,0.02,121.77,0.03,30506275
2004-09-28T18:32:01.7575,35.9347,-120.4913,4.4855,0.07,9,187,2.16,0.0300,0.0454,1.29,-9.90,35.9348,-120.4914,4.4945,20.33,-13.19,0.03,-72.47,-11.75,0.04,0.06,231.38,0.03,141.38,0.03,30506276
2004-09-28T18:32:11.8446,35.8846,-120.4364,4.8802,0.11,17,60,3.16,0.0473,0.0884,1.60,-9.90,35.8846,-120.4363,4.8658,0.09,4.24,0.04,-269.31,8.04,0.06,0.11,92.49,0.03,2.49,0.05,30506277
2004-09-28T18:34:01.4899,35.9174,-120.4770,4.0364,0.03,13,107,4.75,0.0381,0.0726,1.83,-9.90,35.9174,-120.4770,4.0308,6.53,-7.68,0.03,-83.50,-0.23,0.05,0.09,263.27,0.03,173.27,0.04,30506278
2004-09-28T18:34:50.8918,35.9253,-120.4813,4.0311,0.03,52,38,1.72,0.0174,0.0285,2.24,-9.90,35.9253,-120.4814,4.0197,-162.78,1.02,0.02,-252.83,2.79,0.02,0.04,252.56,0.01,162.56,0.02,21400466
2004-09-28T18:35:58.7448,35.8555,-120.4047,3.9293,0.02,7,85,2.22,0.1011,0.1818,1.36,-9.90,35.8553,-120.4047,3.9058,-151.52,-4.13,0.10,-240.95,7.87,0.12,0.23,246.08,0.09,156.08,0.10,30506279
2004-09-28T18:36:24.0591,35.8216,-120.3758,7.0901,0.02,8,112,2.62,0.1996,0.3066,1.40,-9.90,35.8219,-120.3760,7.0525,-167.24,-11.23,0.18,-74.24,-14.76,0.23,0.39,268.32,0.15,178.32,0.20,30506280
2004-09-28T18:37:16.5562,35.9344,-120.4909,4.4591,0.04,17,107,2.19,0.0233,0.0338,1.68,-9.90,35.9344,-120.4910,4.4565,10.53,-19.86,0.02,-83.08,-9.90,0.03,0.04,209.52,0.02,119.52,0.02,30506281
2004-09-28T18:37:31.7078,35.9174,-120.4770,4.0364,0.05,21,57,3.71,0.1602,0.1504,1.78,-9.90,35.9176,-120.4773,4.0653,87.86,1.52,0.05,-180.51,47.08,0.07,0.26,183.46,0.04,93.46,0.16,30506282
2004-09-28T18:38:17.8386,35.9204,-120.4798,4.4319,0.04,20,58,3.35,0.0497,0.1067,1.84,-9.90,35.9203,-120.4797,4.4378,6.29,6.23,0.04,-263.17,4.93,0.06,0.13,268.25,0.04,178.25,0.05,30506283
2004-09-28T18:39:06.7022,35.9174,-120.4770,4.0364,0.02,11,107,3.71,0.0411,0.0736,1.53,-9.90,35.9174,-120.4771,4.0301,11.67,-8.32,0.04,-78.65,-2.20,0.05,0.09,256.38,0.03,166.38,0.04,30506284
2004-09-28T18:39:29.7717,35.8293,-120.3822,6.5792,0.10,12,89,6.08,0.1026,0.1535,1.37,-9.90,35.8292,-120.3823,6.5775,-167.00,-6.11,0.10,-75.44,-14.30,0.12,0.19,263.39,0.08,173.39,0.10,30506285
2004-09-28T18:40:59.8727,35.9308,-120.4874,3.9582,0.01,6,194,2.47,0.0301,0.0480,1.06,-9.90,35.9308,-120.4874,3.9646,-248.60,9.27,0.03,-156.61,11.98,0.04,0.06,173.06,0.03,83.06,0.03,30506286
2004-09-28T18:41:17.9328,35.8656,-120.4156,4.2350,0.04,12,86,2.19,0.0353,0.0572,1.72,-9.90,35.8655,-120.4157,4.2124,4.59,5.94,0.02,-264.64,7.39,0.04,0.07,267.40,0.02,177.40,0.04,30506287
2004-09-28T18:41:40.6432,35.9208,-120.4774,3.9128,0.05,18,59,3.54,0.3759,0.5260,1.93,-9.90,35.9200,-120.4774,3.7693,85.98,0.21,0.28,-183.97,13.40,0.45,0.66,184.10,0.23,94.10,0.38,30506288
2004-09-28T18:43:51.4549,35.9046,-120.4579,4.7228,0.04,25,54,4.66,0.0389,0.0575,1.95,-9.90,35.9046,-120.4579,4.7214,-166.81,0.21,0.03,-256.87,16.85,0.05,0.07,256.68,0.02,166.68,0.04,30506289
2004-09-28T18:45:00.9336,35.8554,-120.4055,4.7220,0.05,59,39,2.23,0.0424,0.0629,2.77,-9.90,35.8554,-120.4054,4.7054,-158.76,0.80,0.04,-249.02,18.35,0.05,0.08,247.59,0.04,157.59,0.04,21400467
2004-09-28T18:46:32.5420,35.8557,-120.4058,4.6956,0.02,6,113,2.27,0.0420,0.0643,1.13,-9.90,35.8555,-120.4058,4.6996,-122.41,-15.41,0.05,-211.44,3.53,0.05,0.08,252.13,0.04,162.13,0.04,30506290
