# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 140.000000, dip 89.900000, rake 180.000000
-120.894866 35.539640 28.500000 0.268944 1.316501 1.424079
-120.889306 35.539640 28.500000 0.346501 1.335357 1.473957
-120.883745 35.539640 28.500000 0.427699 1.353469 1.524549
-120.878184 35.539640 28.500000 0.512654 1.370745 1.575807
-120.872623 35.539640 28.500000 0.601482 1.387088 1.627681
-120.867062 35.539640 28.500000 0.694298 1.402391 1.680111
-120.861502 35.539640 28.500000 0.791218 1.416547 1.733034
-120.855941 35.539640 28.500000 0.892355 1.429437 1.786378
-120.850380 35.539640 28.500000 0.997822 1.440938 1.840067
-120.844819 35.539640 28.500000 1.107732 1.450920 1.894013
-120.839258 35.539640 28.500000 1.222193 1.459247 1.948125
-120.833697 35.539640 28.500000 1.341311 1.465774 2.002299
-120.828137 35.539640 28.500000 1.465190 1.470351 2.056426
-120.822576 35.539640 28.500000 1.593926 1.472817 2.110387
-120.817015 35.539640 28.500000 1.727614 1.473008 2.164054
-120.811454 35.539640 28.500000 1.866342 1.470750 2.217286
-120.805893 35.539640 28.500000 2.010190 1.465861 2.269937
-120.800332 35.539640 28.500000 2.159232 1.458154 2.321847
-120.794772 35.539640 28.500000 2.313535 1.447433 2.372846
-120.789211 35.539640 28.500000 2.473153 1.433493 2.422754
-120.783650 35.539640 28.500000 2.638132 1.416124 2.471377
-120.778089 35.539640 28.500000 2.808506 1.395110 2.518512
-120.772528 35.539640 28.500000 2.984296 1.370224 2.563943
-120.766968 35.539640 28.500000 3.165510 1.341237 2.607441
-120.761407 35.539640 28.500000 3.352138 1.307912 2.648767
-120.755846 35.539640 28.500000 3.544155 1.270005 2.687667
-120.750285 35.539640 28.500000 3.741519 1.227269 2.723876
-120.744724 35.539640 28.500000 3.944167 1.179452 2.757118
-120.739163 35.539640 28.500000 4.152015 1.126298 2.787104
-120.733603 35.539640 28.500000 4.364955 1.067549 2.813531
-120.728042 35.539640 28.500000 4.582858 1.002944 2.836087
-120.722481 35.539640 28.500000 4.805566 0.932223 2.854449
-120.716920 35.539640 28.500000 5.032895 0.855124 2.868282
-120.711359 35.539640 28.500000 5.264630 0.771389 2.877242
-120.705798 35.539640 28.500000 5.500528 0.680763 2.880975
-120.700238 35.539640 28.500000 5.740311 0.582996 2.879121
-120.694677 35.539640 28.500000 5.983668 0.477844 2.871311
-120.689116 35.539640 28.500000 6.230251 0.365072 2.857173
-120.683555 35.539640 28.500000 6.479675 0.244458 2.836328
-120.677994 35.539640 28.500000 6.731516 0.115791 2.808398
-120.672434 35.539640 28.500000 6.985311 -0.021123 2.773002
-120.666873 35.539640 28.500000 7.240555 -0.166459 2.729763
-120.661312 35.539640 28.500000 7.496700 -0.320372 2.678308
-120.655751 35.539640 28.500000 7.753154 -0.482990 2.618271
-120.650190 35.539640 28.500000 8.009283 -0.654417 2.549297
-120.644629 35.539640 28.500000 8.264407 -0.834721 2.471041
-120.639069 35.539640 28.500000 8.517802 -1.023940 2.383180
-120.633508 35.539640 28.500000 8.768698 -1.222072 2.285408
-120.627947 35.539640 28.500000 9.016285 -1.429071 2.177444
-120.622386 35.539640 28.500000 9.259708 -1.644847 2.059036
-120.616825 35.539640 28.500000 9.498069 -1.869261 1.929967
-120.611264 35.539640 28.500000 9.730434 -2.102118 1.790055
-120.605704 35.539640 28.500000 9.955830 -2.343168 1.639164
-120.600143 35.539640 28.500000 10.173251 -2.592097 1.477203
-120.594582 35.539640 28.500000 10.381661 -2.848529 1.304136
-120.589021 35.539640 28.500000 10.579998 -3.112016 1.119983
-120.583460 35.539640 28.500000 10.767180 -3.382041 0.924831
-120.577900 35.539640 28.500000 10.942110 -3.658011 0.718833
-120.572339 35.539640 28.500000 11.103680 -3.939256 0.502216
-120.566778 35.539640 28.500000 11.250785 -4.225028 0.275286
-120.561217 35.539640 28.500000 11.382323 -4.514498 0.038431
-120.555656 35.539640 28.500000 11.497208 -4.806757 -0.207873
-120.550095 35.539640 28.500000 11.594380 -5.100812 -0.463060
-120.544535 35.539640 28.500000 11.672810 -5.395594 -0.726470
-120.538974 35.539640 28.500000 11.731517 -5.689954 -0.997347
-120.533413 35.539640 28.500000 11.769572 -5.982667 -1.274839
-120.527852 35.539640 28.500000 11.786115 -6.272440 -1.557994
