# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 189.000000, dip 62.000000, rake -88.000000
-150.424863 61.198775 31.500000 19.855244 84.790381 92.732479
-150.415446 61.198775 31.500000 20.721270 86.006298 94.294806
-150.406029 61.198775 31.500000 21.504943 87.159656 95.761633
-150.396612 61.198775 31.500000 22.195093 88.246870 97.124907
-150.387194 61.198775 31.500000 22.780102 89.264733 98.376774
-150.377777 61.198775 31.500000 23.247980 90.210492 99.509685
-150.368360 61.198775 31.500000 23.586437 91.081936 100.516511
-150.358943 61.198775 31.500000 23.782979 91.877479 101.390670
-150.349525 61.198775 31.500000 23.825020 92.596255 102.126263
-150.340108 61.198775 31.500000 23.700012 93.238212 102.718217
-150.330691 61.198775 31.500000 23.395589 93.804203 103.162439
-150.321274 61.198775 31.500000 22.899734 94.296080 103.455974
-150.311856 61.198775 31.500000 22.200958 94.716785 103.597168
-150.302439 61.198775 31.500000 21.288506 95.070431 103.585833
-150.293022 61.198775 31.500000 20.152568 95.362381 103.423408
-150.283605 61.198775 31.500000 18.784514 95.599312 103.113117
-150.274187 61.198775 31.500000 17.177138 95.789267 102.660122
-150.264770 61.198775 31.500000 15.324911 95.941689 102.071653
-150.255353 61.198775 31.500000 13.224242 96.067435 101.357132
-150.245936 61.198775 31.500000 10.873740 96.178765 100.528261
-150.236518 61.198775 31.500000 8.274473 96.289304 99.599093
-150.227101 61.198775 31.500000 5.430214 96.413974 98.586060
-150.217684 61.198775 31.500000 2.347678 96.568891 97.507963
-150.208267 61.198775 31.500000 -0.963268 96.771224 96.385917
-150.198849 61.198775 31.500000 -4.489429 97.039017 95.243246
-150.189432 61.198775 31.500000 -8.214142 97.390975 94.105319
-150.180015 61.198775 31.500000 -12.117178 97.846201 92.999329
-150.170598 61.198775 31.500000 -16.174714 98.423898 91.954012
-150.161180 61.198775 31.500000 -20.359350 99.143037 90.999297
-150.151763 61.198775 31.500000 -24.640208 100.021984 90.165901
-150.142346 61.198775 31.500000 -28.983108 101.078101 89.484858
-150.132929 61.198775 31.500000 -33.350813 102.327320 88.986995
-150.123511 61.198775 31.500000 -37.703370 103.783708 88.702360
-150.114094 61.198775 31.500000 -41.998527 105.459016 88.659606
-150.104677 61.198775 31.500000 -46.192236 107.362243 88.885348
-150.095260 61.198775 31.500000 -50.239231 109.499203 89.403510
-150.085842 61.198775 31.500000 -54.093678 111.872131 90.234660
-150.076425 61.198775 31.500000 -57.709887 114.479324 91.395370
-150.067008 61.198775 31.500000 -61.043072 117.314840 92.897611
-150.057591 61.198775 31.500000 -64.050140 120.368254 94.748198
-150.048173 61.198775 31.500000 -66.690500 123.624508 96.948308
-150.038756 61.198775 31.500000 -68.926867 127.063837 99.493090
-150.029339 61.198775 31.500000 -70.726035 130.661793 102.371379
-150.019922 61.198775 31.500000 -72.059617 134.389383 105.565536
-150.010504 61.198775 31.500000 -72.904703 138.213295 109.051414
