# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 140.000000, dip 89.900000, rake 180.000000
-120.894866 35.539640 29.000000 2.659883 3.297959 4.361912
-120.889306 35.539640 29.000000 2.907712 3.313850 4.476935
-120.883745 35.539640 29.000000 3.165117 3.325614 4.591661
-120.878184 35.539640 29.000000 3.432273 3.332914 4.705823
-120.872623 35.539640 29.000000 3.709345 3.335397 4.819135
-120.867062 35.539640 29.000000 3.996482 3.332695 4.931288
-120.861502 35.539640 29.000000 4.293817 3.324424 5.041951
-120.855941 35.539640 29.000000 4.601466 3.310184 5.150771
-120.850380 35.539640 29.000000 4.919523 3.289562 5.257372
-120.844819 35.539640 29.000000 5.248060 3.262129 5.361353
-120.839258 35.539640 29.000000 5.587125 3.227442 5.462292
-120.833697 35.539640 29.000000 5.936738 3.185045 5.559740
-120.828137 35.539640 29.000000 6.296887 3.134468 5.653223
-120.822576 35.539640 29.000000 6.667531 3.075232 5.742244
-120.817015 35.539640 29.000000 7.048592 3.006845 5.826282
-120.811454 35.539640 29.000000 7.439953 2.928807 5.904788
-120.805893 35.539640 29.000000 7.841457 2.840611 5.977194
-120.800332 35.539640 29.000000 8.252903 2.741743 6.042904
-120.794772 35.539640 29.000000 8.674043 2.631687 6.101304
-120.789211 35.539640 29.000000 9.104579 2.509924 6.151756
-120.783650 35.539640 29.000000 9.544161 2.375937 6.193602
-120.778089 35.539640 29.000000 9.992380 2.229214 6.226166
-120.772528 35.539640 29.000000 10.448774 2.069248 6.248757
-120.766968 35.539640 29.000000 10.912814 1.895543 6.260669
-120.761407 35.539640 29.000000 11.383910 1.707619 6.261183
-120.755846 35.539640 29.000000 11.861405 1.505013 6.249575
-120.750285 35.539640 29.000000 12.344573 1.287283 6.225112
-120.744724 35.539640 29.000000 12.832617 1.054016 6.187063
-120.739163 35.539640 29.000000 13.324666 0.804830 6.134696
-120.733603 35.539640 29.000000 13.819778 0.539379 6.067291
-120.728042 35.539640 29.000000 14.316934 0.257361 5.984134
-120.722481 35.539640 29.000000 14.815038 -0.041480 5.884535
-120.716920 35.539640 29.000000 15.312921 -0.357346 5.767823
-120.711359 35.539640 29.000000 15.809337 -0.690379 5.633356
-120.705798 35.539640 29.000000 16.302966 -1.040656 5.480530
-120.700238 35.539640 29.000000 16.792415 -1.408183 5.308783
-120.694677 35.539640 29.000000 17.276221 -1.792886 5.117602
-120.689116 35.539640 29.000000 17.752853 -2.194611 4.906531
-120.683555 35.539640 29.000000 18.220719 -2.613110 4.675178
-120.677994 35.539640 29.000000 18.678167 -3.048041 4.423225
-120.672434 35.539640 29.000000 19.123490 -3.498963 4.150433
-120.666873 35.539640 29.000000 19.554939 -3.965324 3.856652
-120.661312 35.539640 29.000000 19.970722 -4.446464 3.541825
-120.655751 35.539640 29.000000 20.369018 -4.941605 3.206002
-120.650190 35.539640 29.000000 20.747985 -5.449851 2.849343
-120.644629 35.539640 29.000000 21.105769 -5.970184 2.472124
-120.639069 35.539640 29.000000 21.440515 -6.501459 2.074747
-120.633508 35.539640 29.000000 21.750380 -7.042409 1.657743
-120.627947 35.539640 29.000000 22.033544 -7.591637 1.221781
-120.622386 35.539640 29.000000 22.288227 -8.147624 0.767667
-120.616825 35.539640 29.000000 22.512698 -8.708726 0.296353
-120.611264 35.539640 29.000000 22.705290 -9.273182 -0.191066
-120.605704 35.539640 29.000000 22.864420 -9.839113 -0.693345
-120.600143 35.539640 29.000000 22.988598 -10.404533 -1.209094
-120.594582 35.539640 29.000000 23.076445 -10.967357 -1.736779
