>       GMT_LONLAT                                                                              
> Shore Bin # 10288, Level 1
-151.519005112	61
-151.518974594	61.000015259
-151.518669413	61.0003662165
-151.518333715	61.0007476921
-151.517250324	61.0007476921
-151.515922789	61.001419089
-151.513252461	61.0017853056
-151.511802853	61.0024414435
-151.507942321	61.0024109255
-151.50685893	61.0025787747
-151.505500877	61.0031891356
-151.503639277	61.0033264668
-151.501609827	61.0041046769
-151.499000534	61.0040894179
-151.497337301	61.0044708934
-151.496864271	61.0048065919
-151.496696422	61.0057221332
-151.495506218	61.0063935302
-151.49500267	61.0075837339
-151.493553063	61.0082551308
-151.490028229	61.008361944
-151.488563363	61.0089112688
-151.487464714	61.0095216297
-151.486839094	61.0104982071
-151.484473945	61.0110627909
-151.484000916	61.0115053025
-151.482444495	61.0116884108
-151.476722362	61.0117494469
-151.475364309	61.0124208438
-151.46880293	61.012527657
-151.466636149	61.0133669032
-151.458777752	61.0135042344
-151.444083314	61.0133363851
-151.423834592	61.0135500114
-151.410025177	61.0133363851
-151.407446403	61.0124971389
-151.400442512	61.0125886931
-151.398779278	61.0119935912
-151.396917678	61.0116884108
-151.392248417	61.0116426337
-151.390615702	61.0110627909
-151.376638437	61.0107576104
-151.375051499	61.0102235447
-151.374135958	61.0100556954
-151.369390402	61.0101167315
-151.364950027	61.0099488823
-151.354497597	61.0100251774
-151.353582055	61.0099794003
-151.352193484	61.0092164492
-151.349416342	61.0099794003
-151.347829404	61.0099488823
-151.345387961	61.0106660563
-151.343663691	61.0109407187
-151.342305638	61.0114137484
-151.34149691	61.0116884108
-151.340550851	61.0116884108
-151.339360647	61.0120851453
-151.338277256	61.0128633555
-151.334721904	61.0135500114
-151.328191043	61.016723888
-151.326970321	61.0175020981
-151.326665141	61.0183566033
-151.323643854	61.0200808728
-151.323414969	61.0207827878
-151.317357137	61.0238345922
-151.316838331	61.0242771038
-151.316914626	61.0254673075
-151.315327687	61.0266117342
-151.315053025	61.0273899443
-151.313969635	61.0281986725
-151.311055161	61.0293888762
-151.308720531	61.0316624704
-151.308415351	61.0325017166
-151.306523232	61.0333867399
-151.304585336	61.0335240711
-151.303166247	61.0345006485
-151.300526436	61.0349736782
-151.298359655	61.0358129244
-151.294499123	61.0357518883
-151.291615167	61.0366369116
-151.278721294	61.0366369116
-151.27675288	61.0374151217
-151.2723888	61.0375219348
-151.270023651	61.038361181
-151.265781643	61.038300145
-151.264164187	61.0383916991
-151.262104219	61.0391699092
-151.254688334	61.0391699092
-151.253635462	61.0393377584
-151.252277409	61.0399938964
-151.241000992	61.0399786374
-151.238742657	61.0407568475
-151.23775082	61.0408941787
-151.221637293	61.0409704738
-151.205218585	61.0407568475
-151.203662165	61.0414129854
-151.202716106	61.0416418708
-151.195971618	61.0416113527
-151.193942168	61.0423590448
-151.19313344	61.042526894
-151.186526284	61.0424505989
-151.184023804	61.043198291
-151.180636301	61.0432745861
-151.178301671	61.0442206455
-151.175829709	61.0441596094
-151.174166476	61.0446631571
-151.171557183	61.0450904097
-151.170107576	61.0456397345
-151.168245975	61.0458381018
-151.157442588	61.0512855726
-151.157228962	61.0514381628
-151.154802777	61.0525520714
-151.153688869	61.0532845045
-151.153414206	61.0537575341
-151.151049058	61.0545510033
-151.150438697	61.0549477379
-151.149996185	61.055756466
-151.149050126	61.0565346761
-151.148744945	61.0573281453
-151.147051194	61.0583352407
-151.147020676	61.0587167163
-151.145525292	61.0597848478
-151.145250629	61.0604715038
-151.143801022	61.0615243763
-151.143617914	61.0631876097
-151.142473487	61.0638590066
-151.14180209	61.0654459449
-151.14102388	61.0662851911
-151.13838407	61.067612726
-151.138445106	61.0680247196
-151.135942626	61.0686655985
-151.135332265	61.0690623331
-151.135057603	61.0699168383
-151.133867399	61.0707560845
-151.133607996	61.0723277638
-151.132051575	61.0733043412
-151.131609064	61.0741435874
-151.130525673	61.0748607614
-151.130159457	61.0757152667
-151.12683299	61.0775616083
-151.126466773	61.0784161135
-151.125368124	61.0792553597
-151.125383383	61.0806134127
-151.125078202	61.0809948882
-151.123674372	61.0816662852
-151.123216602	61.0832990005
-151.121858549	61.0841077287
-151.121812772	61.0873579004
-151.121385519	61.0877546349
-151.119829099	61.0882734417
-151.118745708	61.0890211337
-151.118165866	61.0903944457
-151.118303197	61.0924238956
-151.119081407	61.0931410697
-151.119890135	61.093354696
-151.122835126	61.0934157321
-151.125001907	61.0925307088
-151.126451514	61.0925612268
-151.128023194	61.0931868467
-151.129777981	61.0932784009
-151.131166552	61.0938124666
-151.131502251	61.0942244602
-151.130312047	61.0950026703
-151.131166552	61.0955825132
-151.130357824	61.0958571756
-151.129411765	61.0957198444
-151.128496223	61.0958266575
-151.127748531	61.0960555428
-151.126756695	61.0976729992
-151.123353933	61.0991683833
-151.117662318	61.0992294194
-151.115922789	61.0994735637
-151.115388724	61.0998550393
-151.112687877	61.0998855573
-151.111131456	61.1002517739
-151.107255665	61.1022507057
-151.106965743	61.1030594339
-151.105470359	61.1037155718
-151.105104143	61.1046158541
-151.103196765	61.1066910811
-151.10171664	61.1073624781
-151.10171664	61.1098344396
-151.098802167	61.1113298238
-151.098359655	61.1123826963
-151.095216297	61.1139391165
-151.095048447	61.1149156939
-151.09344625	61.1160296025
-151.093110552	61.1176317998
-151.09188983	61.1183031968
-151.091645686	61.119142443
