# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 140.000000, dip 89.900000, rake 180.000000
-120.894866 35.539640 39.000000 0.247547 1.246190 1.345209
-120.889306 35.539640 39.000000 0.318624 1.264525 1.391975
-120.883745 35.539640 39.000000 0.392917 1.282171 1.439338
-120.878184 35.539640 39.000000 0.470515 1.299044 1.487250
-120.872623 35.539640 39.000000 0.551506 1.315055 1.535657
-120.867062 35.539640 39.000000 0.635978 1.330108 1.584500
-120.861502 35.539640 39.000000 0.724018 1.344105 1.633712
-120.855941 35.539640 39.000000 0.815709 1.356940 1.683224
-120.850380 35.539640 39.000000 0.911134 1.368503 1.732956
-120.844819 35.539640 39.000000 1.010371 1.378677 1.782826
-120.839258 35.539640 39.000000 1.113497 1.387342 1.832740
-120.833697 35.539640 39.000000 1.220583 1.394368 1.882601
-120.828137 35.539640 39.000000 1.331696 1.399624 1.932302
-120.822576 35.539640 39.000000 1.446900 1.402970 1.981729
-120.817015 35.539640 39.000000 1.566250 1.404260 2.030760
-120.811454 35.539640 39.000000 1.689797 1.403345 2.079264
-120.805893 35.539640 39.000000 1.817583 1.400068 2.127101
-120.800332 35.539640 39.000000 1.949645 1.394266 2.174124
-120.794772 35.539640 39.000000 2.086008 1.385772 2.220175
-120.789211 35.539640 39.000000 2.226689 1.374413 2.265088
-120.783650 35.539640 39.000000 2.371694 1.360009 2.308687
-120.778089 35.539640 39.000000 2.521018 1.342379 2.350787
-120.772528 35.539640 39.000000 2.674643 1.321335 2.391192
-120.766968 35.539640 39.000000 2.832538 1.296683 2.429699
-120.761407 35.539640 39.000000 2.994658 1.268229 2.466092
-120.755846 35.539640 39.000000 3.160941 1.235773 2.500150
-120.750285 35.539640 39.000000 3.331310 1.199114 2.531638
-120.744724 35.539640 39.000000 3.505667 1.158047 2.560314
-120.739163 35.539640 39.000000 3.683900 1.112368 2.585928
-120.733603 35.539640 39.000000 3.865871 1.061870 2.608219
-120.728042 35.539640 39.000000 4.051427 1.006349 2.626920
-120.722481 35.539640 39.000000 4.240386 0.945602 2.641757
-120.716920 35.539640 39.000000 4.432548 0.879426 2.652446
-120.711359 35.539640 39.000000 4.627684 0.807626 2.658699
-120.705798 35.539640 39.000000 4.825540 0.730009 2.660225
-120.700238 35.539640 39.000000 5.025837 0.646389 2.656724
-120.694677 35.539640 39.000000 5.228265 0.556590 2.647896
-120.689116 35.539640 39.000000 5.432487 0.460445 2.633440
-120.683555 35.539640 39.000000 5.638134 0.357799 2.613052
-120.677994 35.539640 39.000000 5.844808 0.248510 2.586433
-120.672434 35.539640 39.000000 6.052078 0.132452 2.553284
-120.666873 35.539640 39.000000 6.259483 0.009519 2.513312
-120.661312 35.539640 39.000000 6.466528 -0.120379 2.466232
-120.655751 35.539640 39.000000 6.672684 -0.257304 2.411770
-120.650190 35.539640 39.000000 6.877394 -0.401296 2.349662
-120.644629 35.539640 39.000000 7.080064 -0.552367 2.279659
-120.639069 35.539640 39.000000 7.280071 -0.710498 2.201531
-120.633508 35.539640 39.000000 7.476760 -0.875636 2.115068
