# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 140.000000, dip 89.900000, rake 180.000000
-120.894866 35.539640 34.000000 2.619692 3.245216 4.293093
-120.889306 35.539640 34.000000 2.863697 3.262171 4.407650
-120.883745 35.539640 34.000000 3.117082 3.275078 4.521911
-120.878184 35.539640 34.000000 3.380009 3.283603 4.635607
-120.872623 35.539640 34.000000 3.652631 3.287400 4.748453
-120.867062 35.539640 34.000000 3.935083 3.286107 4.860140
-120.861502 35.539640 34.000000 4.227485 3.279346 4.970340
-120.855941 35.539640 34.000000 4.529939 3.266726 5.078702
-120.850380 35.539640 34.000000 4.842524 3.247842 5.184852
-120.844819 35.539640 34.000000 5.165299 3.222274 5.288393
-120.839258 35.539640 34.000000 5.498297 3.189588 5.388907
-120.833697 35.539640 34.000000 5.841524 3.149339 5.485948
-120.828137 35.539640 34.000000 6.194955 3.101068 5.579050
-120.822576 35.539640 34.000000 6.558534 3.044308 5.667722
-120.817015 35.539640 34.000000 6.932170 2.978580 5.751448
-120.811454 35.539640 34.000000 7.315733 2.903398 5.829691
-120.805893 35.539640 34.000000 7.709054 2.818268 5.901890
-120.800332 35.539640 34.000000 8.111921 2.722693 5.967461
-120.794772 35.539640 34.000000 8.524073 2.616171 6.025800
-120.789211 35.539640 34.000000 8.945205 2.498201 6.076283
-120.783650 35.539640 34.000000 9.374955 2.368283 6.118266
-120.778089 35.539640 34.000000 9.812912 2.225923 6.151088
-120.772528 35.539640 34.000000 10.258604 2.070632 6.174074
-120.766968 35.539640 34.000000 10.711502 1.901936 6.186536
-120.761407 35.539640 34.000000 11.171012 1.719371 6.187775
-120.755846 35.539640 34.000000 11.636478 1.522495 6.177086
-120.750285 35.539640 34.000000 12.107176 1.310887 6.153758
-120.744724 35.539640 34.000000 12.582316 1.084154 6.117081
-120.739163 35.539640 34.000000 13.061036 0.841934 6.066349
-120.733603 35.539640 34.000000 13.542403 0.583902 6.000863
-120.728042 35.539640 34.000000 14.025413 0.309773 5.919938
-120.722481 35.539640 34.000000 14.508989 0.019312 5.822908
-120.716920 35.539640 34.000000 14.991982 -0.287665 5.709128
-120.711359 35.539640 34.000000 15.473172 -0.611284 5.577984
-120.705798 35.539640 34.000000 15.951267 -0.951607 5.428900
-120.700238 35.539640 34.000000 16.424908 -1.308625 5.261338
-120.694677 35.539640 34.000000 16.892668 -1.682254 5.074814
-120.689116 35.539640 34.000000 17.353059 -2.072327 4.868896
-120.683555 35.539640 34.000000 17.804533 -2.478593 4.643220
-120.677994 35.539640 34.000000 18.245486 -2.900704 4.397491
-120.672434 35.539640 34.000000 18.674268 -3.338217 4.131490
-120.666873 35.539640 34.000000 19.089184 -3.790584 3.845090
-120.661312 35.539640 34.000000 19.488507 -4.257151 3.538252
-120.655751 35.539640 34.000000 19.870480 -4.737151 3.211041
-120.650190 35.539640 34.000000 20.233329 -5.229704 2.863628
-120.644629 35.539640 34.000000 20.575272 -5.733810 2.496299
-120.639069 35.539640 34.000000 20.894531 -6.248350 2.109462
-120.633508 35.539640 34.000000 21.189338 -6.772086 1.703649
-120.627947 35.539640 34.000000 21.457955 -7.303659 1.279523
-120.622386 35.539640 34.000000 21.698680 -7.841588 0.837884
-120.616825 35.539640 34.000000 21.909865 -8.384279 0.379667
-120.611264 35.539640 34.000000 22.089927 -8.930020 -0.094049
-120.605704 35.539640 34.000000 22.237362 -9.476992 -0.582047
-120.600143 35.539640 34.000000 22.350761 -10.023273 -1.082969
-120.594582 35.539640 34.000000 22.428824 -10.566845 -1.595316
-120.589021 35.539640 34.000000 22.470374 -11.105604 -2.117455
-120.583460 35.539640 34.000000 22.474367 -11.637368 -2.647621
-120.577900 35.539640 34.000000 22.439915 -12.159891 -3.183925
-120.572339 35.539640 34.000000 22.366287 -12.670875 -3.724360
-120.566778 35.539640 34.000000 22.252930 -13.167984 -4.266812
-120.561217 35.539640 34.000000 22.099475 -13.648861 -4.809070
-120.555656 35.539640 34.000000 21.905751 -14.111141 -5.348840
-120.550095 35.539640 34.000000 21.671786 -14.552472 -5.883758
-120.544535 35.539640 34.000000 21.397822 -14.970532 -6.411403
-120.538974 35.539640 34.000000 21.084314 -15.363046 -6.929320
-120.533413 35.539640 34.000000 20.731937 -15.727808 -7.435033
-120.527852 35.539640 34.000000 20.341583 -16.062697 -7.926064
-120.522291 35.539640 34.000000 19.914363 -16.365701 -8.399955
-120.516730 35.539640 34.000000 19.451604 -16.634930 -8.854288
-120.511170 35.539640 34.000000 18.954841 -16.868639 -9.286702
-120.505609 35.539640 34.000000 18.425812 -17.065243 -9.694919
-120.500048 35.539640 34.000000 17.866446 -17.223336 -10.076758
-120.494487 35.539640 34.000000 17.278855 -17.341703 -10.430161
-120.488926 35.539640 34.000000 16.665313 -17.419335 -10.753209
-120.483365 35.539640 34.000000 16.028249 -17.455441 -11.044141
-120.477805 35.539640 34.000000 15.370223 -17.449459 -11.301370
