# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 140.000000, dip 89.900000, rake 180.000000
-120.894866 35.539640 27.500000 2.642726 3.301826 4.358916
-120.889306 35.539640 27.500000 2.888453 3.317160 4.472541
-120.883745 35.539640 27.500000 3.143612 3.328388 4.585832
-120.878184 35.539640 27.500000 3.408375 3.335176 4.698526
-120.872623 35.539640 27.500000 3.682902 3.337177 4.810337
-120.867062 35.539640 27.500000 3.967338 3.334026 4.920962
-120.861502 35.539640 27.500000 4.261813 3.325346 5.030071
-120.855941 35.539640 27.500000 4.566437 3.310742 5.137317
-120.850380 35.539640 27.500000 4.881301 3.289807 5.242328
-120.844819 35.539640 27.500000 5.206475 3.262117 5.344707
-120.839258 35.539640 27.500000 5.542002 3.227237 5.444038
-120.833697 35.539640 27.500000 5.887899 3.184716 5.539875
-120.828137 35.539640 27.500000 6.244153 3.134092 5.631753
-120.822576 35.539640 27.500000 6.610719 3.074892 5.719180
-120.817015 35.539640 27.500000 6.987518 3.006633 5.801640
-120.811454 35.539640 27.500000 7.374431 2.928822 5.878594
-120.805893 35.539640 27.500000 7.771300 2.840960 5.949480
-120.800332 35.539640 27.500000 8.177924 2.742541 6.013711
-120.794772 35.539640 27.500000 8.594055 2.633058 6.070679
-120.789211 35.539640 27.500000 9.019394 2.512000 6.119757
-120.783650 35.539640 27.500000 9.453593 2.378859 6.160296
-120.778089 35.539640 27.500000 9.896248 2.233131 6.191630
-120.772528 35.539640 27.500000 10.346895 2.074319 6.213077
-120.766968 35.539640 27.500000 10.805011 1.901937 6.223941
-120.761407 35.539640 27.500000 11.270011 1.715511 6.223516
-120.755846 35.539640 27.500000 11.741243 1.514589 6.211086
-120.750285 35.539640 27.500000 12.217986 1.298738 6.185932
-120.744724 35.539640 27.500000 12.699451 1.067553 6.147333
-120.739163 35.539640 27.500000 13.184777 0.820659 6.094570
-120.733603 35.539640 27.500000 13.673030 0.557721 6.026933
-120.728042 35.539640 27.500000 14.163202 0.278442 5.943723
-120.722481 35.539640 27.500000 14.654210 -0.017425 5.844259
-120.716920 35.539640 27.500000 15.144897 -0.330076 5.727883
-120.711359 35.539640 27.500000 15.634033 -0.659648 5.593965
-120.705798 35.539640 27.500000 16.120312 -1.006212 5.441913
-120.700238 35.539640 27.500000 16.602360 -1.369769 5.271175
-120.694677 35.539640 27.500000 17.078732 -1.750243 5.081250
-120.689116 35.539640 27.500000 17.547918 -2.147477 4.871690
-120.683555 35.539640 27.500000 18.008346 -2.561223 4.642115
-120.677994 35.539640 27.500000 18.458385 -2.991140 4.392215
-120.672434 35.539640 27.500000 18.896356 -3.436785 4.121757
-120.666873 35.539640 27.500000 19.320531 -3.897614 3.830599
-120.661312 35.539640 27.500000 19.729147 -4.372968 3.518691
-120.655751 35.539640 27.500000 20.120409 -4.862079 3.186084
-120.650190 35.539640 27.500000 20.492504 -5.364059 2.832943
-120.644629 35.539640 27.500000 20.843604 -5.877899 2.459543
-120.639069 35.539640 27.500000 21.171887 -6.402468 2.066287
-120.633508 35.539640 27.500000 21.475538 -6.936512 1.653703
-120.627947 35.539640 27.500000 21.752770 -7.478653 1.222455
-120.622386 35.539640 27.500000 22.001830 -8.027390 0.773342
-120.616825 35.539640 27.500000 22.221020 -8.581100 0.307308
-120.611264 35.539640 27.500000 22.408702 -9.138045 -0.174564
-120.605704 35.539640 27.500000 22.563323 -9.696372 -0.671043
-120.600143 35.539640 27.500000 22.683421 -10.254123 -1.180754
-120.594582 35.539640 27.500000 22.767645 -10.809240 -1.702183
-120.589021 35.539640 27.500000 22.814766 -11.359577 -2.233671
-120.583460 35.539640 27.500000 22.823695 -11.902906 -2.773428
-120.577900 35.539640 27.500000 22.793495 -12.436932 -3.319534
-120.572339 35.539640 27.500000 22.723393 -12.959305 -3.869948
-120.566778 35.539640 27.500000 22.612797 -13.467637 -4.422518
-120.561217 35.539640 27.500000 22.461302 -13.959513 -4.974992
-120.555656 35.539640 27.500000 22.268702 -14.432513 -5.525032
-120.550095 35.539640 27.500000 22.035001 -14.884226 -6.070226
-120.544535 35.539640 27.500000 21.760417 -15.312271 -6.608104
-120.538974 35.539640 27.500000 21.445391 -15.714315 -7.136158
-120.533413 35.539640 27.500000 21.090585 -16.088093 -7.651859
-120.527852 35.539640 27.500000 20.696888 -16.431429 -8.152674
-120.522291 35.539640 27.500000 20.265413 -16.742254 -8.636089
-120.516730 35.539640 27.500000 19.797493 -17.018627 -9.099629
-120.511170 35.539640 27.500000 19.294681 -17.258752 -9.540879
-120.505609 35.539640 27.500000 18.758734 -17.460998 -9.957505
-120.500048 35.539640 27.500000 18.191610 -17.623918 -10.347274
-120.494487 35.539640 27.500000 17.595453 -17.746258 -10.708077
-120.488926 35.539640 27.500000 16.972579 -17.826978 -11.037946
-120.483365 35.539640 27.500000 16.325460 -17.865260 -11.335076
-120.477805 35.539640 27.500000 15.656707 -17.860522 -11.597839
-120.472244 35.539640 27.500000 14.969051 -17.812420 -11.824800
-120.466683 35.539640 27.500000 14.265318 -17.720862 -12.014735
-120.461122 35.539640 27.500000 13.548413 -17.586003 -12.166638
-120.455561 35.539640 27.500000 12.821293 -17.408251 -12.279734
-120.450001 35.539640 27.500000 12.086945 -17.188264 -12.353486
-120.444440 35.539640 27.500000 11.348365 -16.926945 -12.387599
-120.438879 35.539640 27.500000 10.608530 -16.625435 -12.382023
-120.433318 35.539640 27.500000 9.870377 -16.285104 -12.336953
-120.427757 35.539640 27.500000 9.136782 -15.907541 -12.252828
-120.422196 35.539640 27.500000 8.410538 -15.494536 -12.130321
-120.416636 35.539640 27.500000 7.694332 -15.048070 -11.970337
-120.411075 35.539640 27.500000 6.990731 -14.570291 -11.773999
-120.405514 35.539640 27.500000 6.302158 -14.063503 -11.542639
-120.399953 35.539640 27.500000 5.630886 -13.530137 -11.277783
-120.394392 35.539640 27.500000 4.979014 -12.972737 -10.981131
-120.388831 35.539640 27.500000 4.348466 -12.393935 -10.654549
-120.383271 35.539640 27.500000 3.740973 -11.796430 -10.300041
-120.377710 35.539640 27.500000 3.158073 -11.182965 -9.919735
-120.372149 35.539640 27.500000 2.601102 -10.556303 -9.515862
-120.366588 35.539640 27.500000 2.071193 -9.919212 -9.090735
-120.361027 35.539640 27.500000 1.569275 -9.274437 -8.646727
-120.355467 35.539640 27.500000 1.096076 -8.624683 -8.186252
-120.349906 35.539640 27.500000 0.652127 -7.972598 -7.711747
-120.344345 35.539640 27.500000 0.237763 -7.320753 -7.225647
-120.338784 35.539640 27.500000 -0.146865 -6.671625 -6.730371
-120.333223 35.539640 27.500000 -0.501783 -6.027589 -6.228302
-120.327662 35.539640 27.500000 -0.827187 -5.390897 -5.721771
-120.322102 35.539640 27.500000 -1.123428 -4.763671 -5.213042
-120.316541 35.539640 27.500000 -1.391004 -4.147896 -4.704298
-120.310980 35.539640 27.500000 -1.630546 -3.545410 -4.197628
-120.305419 35.539640 27.500000 -1.842805 -2.957896 -3.695018
-120.299858 35.539640 27.500000 -2.028640 -2.386883 -3.198339
-120.294297 35.539640 27.500000 -2.189005 -1.833742 -2.709344
-120.288737 35.539640 27.500000 -2.324934 -1.299683 -2.229656
-120.283176 35.539640 27.500000 -2.437530 -0.785758 -1.760770
-120.277615 35.539640 27.500000 -2.527951 -0.292863 -1.304043
-120.272054 35.539640 27.500000 -2.597399 0.178260 -0.860700
-120.266493 35.539640 27.500000 -2.647107 0.627017 -0.431826
-120.260933 35.539640 27.500000 -2.678329 1.052956 -0.018375
-120.255372 35.539640 27.500000 -2.692328 1.455766 0.378835
-120.249811 35.539640 27.500000 -2.690371 1.835263 0.759115
-120.244250 35.539640 27.500000 -2.673714 2.191387 1.121901
-120.238689 35.539640 27.500000 -2.643596 2.524191 1.466753
-120.233128 35.539640 27.500000 -2.601235 2.833837 1.793343
-120.227568 35.539640 27.500000 -2.547818 3.120583 2.101456
-120.222007 35.539640 27.500000 -2.484497 3.384778 2.390979
-120.216446 35.539640 27.500000 -2.412384 3.626850 2.661896
-120.210885 35.539640 27.500000 -2.332547 3.847300 2.914282
-120.205324 35.539640 27.500000 -2.246004 4.046693 3.148291
-120.199763 35.539640 27.500000 -2.153728 4.225649 3.364157
-120.194203 35.539640 27.500000 -2.056637 4.384835 3.562180
-120.188642 35.539640 27.500000 -1.955595 4.524960 3.742722
-120.183081 35.539640 27.500000 -1.851415 4.646764 3.906198
-120.177520 35.539640 27.500000 -1.744852 4.751014 4.053073
-120.171959 35.539640 27.500000 -1.636612 4.838495 4.183850
-120.166399 35.539640 27.500000 -1.527342 4.910007 4.299070
-120.160838 35.539640 27.500000 -1.417640 4.966358 4.399302
-120.155277 35.539640 27.500000 -1.308053 5.008359 4.485137
-120.149716 35.539640 27.500000 -1.199075 5.036817 4.557187
-120.144155 35.539640 27.500000 -1.091156 5.052536 4.616074
-120.138594 35.539640 27.500000 -0.984697 5.056310 4.662431
-120.133034 35.539640 27.500000 -0.880056 5.048918 4.696896
-120.127473 35.539640 27.500000 -0.777549 5.031125 4.720105
-120.121912 35.539640 27.500000 -0.677453 5.003676 4.732695
-120.116351 35.539640 27.500000 -0.580006 4.967297 4.735294
-120.110790 35.539640 27.500000 -0.485413 4.922690 4.728524
-120.105229 35.539640 27.500000 -0.393845 4.870533 4.712995
-120.099669 35.539640 27.500000 -0.305441 4.811481 4.689304
-120.094108 35.539640 27.500000 -0.220316 4.746160 4.658033
-120.088547 35.539640 27.500000 -0.138556 4.675171 4.619748
-120.082986 35.539640 27.500000 -0.060222 4.599086 4.574997
-120.077425 35.539640 27.500000 0.014643 4.518451 4.524308
-120.071865 35.539640 27.500000 0.086019 4.433784 4.468192
-120.066304 35.539640 27.500000 0.153902 4.345576 4.407136
-120.060743 35.539640 27.500000 0.218305 4.254288 4.341610
-120.055182 35.539640 27.500000 0.279257 4.160358 4.272061
-120.049621 35.539640 27.500000 0.336795 4.064196 4.198914
-120.044060 35.539640 27.500000 0.390972 3.966185 4.122574
-120.038500 35.539640 27.500000 0.441849 3.866685 4.043424
-120.032939 35.539640 27.500000 0.489494 3.766030 3.961828
-120.027378 35.539640 27.500000 0.533985 3.664532 3.878126
-120.021817 35.539640 27.500000 0.575405 3.562480 3.792642
-120.016256 35.539640 27.500000 0.613841 3.460140 3.705676
-120.010695 35.539640 27.500000 0.649385 3.357759 3.617513
-120.005135 35.539640 27.500000 0.682133 3.255562 3.528415
-120.894866 35.544144 27.500000 2.495112 3.401214 4.399259
-120.889306 35.544144 27.500000 2.743689 3.421562 4.519037
-120.883745 35.544144 27.500000 3.002128 3.437880 4.638731
