# lon lat depth_km normal_kPa shear_kPa coulomb_kPa
# strike 140.000000, dip 89.900000, rake 180.000000
-120.894866 35.539640 27.000000 2.634132 3.302184 4.355837
-120.889306 35.539640 27.000000 2.878835 3.317309 4.468843
-120.883745 35.539640 27.000000 3.132902 3.328339 4.581499
-120.878184 35.539640 27.000000 3.396502 3.334942 4.693543
-120.872623 35.539640 27.000000 3.669793 3.336773 4.804690
-120.867062 35.539640 27.000000 3.952918 3.333470 4.914637
-120.861502 35.539640 27.000000 4.246004 3.324657 5.023059
-120.855941 35.539640 27.000000 4.549160 3.309944 5.129608
-120.850380 35.539640 27.000000 4.862476 3.288923 5.233914
-120.844819 35.539640 27.000000 5.186017 3.261177 5.335584
-120.839258 35.539640 27.000000 5.519826 3.226270 5.434201
-120.833697 35.539640 27.000000 5.863919 3.183758 5.529325
-120.828137 35.539640 27.000000 6.218280 3.133180 5.620492
-120.822576 35.539640 27.000000 6.582863 3.074068 5.707213
-120.817015 35.539640 27.000000 6.957587 3.005941 5.788976
-120.811454 35.539640 27.000000 7.342334 2.928311 5.865245
-120.805893 35.539640 27.000000 7.736943 2.840682 5.935459
-120.800332 35.539640 27.000000 8.141213 2.742553 5.999039
-120.794772 35.539640 27.000000 8.554896 2.633420 6.055379
-120.789211 35.539640 27.000000 8.977694 2.512777 6.103855
-120.783650 35.539640 27.000000 9.409257 2.380121 6.143824
-120.778089 35.539640 27.000000 9.849183 2.234951 6.174624
-120.772528 35.539640 27.000000 10.297009 2.076774 6.195578
-120.766968 35.539640 27.000000 10.752214 1.905110 6.205996
-120.761407 35.539640 27.000000 11.214213 1.719490 6.205175
-120.755846 35.539640 27.000000 11.682358 1.519464 6.192407
-120.750285 35.539640 27.000000 12.155931 1.304605 6.166977
-120.744724 35.539640 27.000000 12.634146 1.074512 6.128170
-120.739163 35.539640 27.000000 13.116145 0.828815 6.075274
-120.733603 35.539640 27.000000 13.601000 0.567182 6.007582
-120.728042 35.539640 27.000000 14.087707 0.289321 5.924404
-120.722481 35.539640 27.000000 14.575189 -0.005012 5.825063
-120.716920 35.539640 27.000000 15.062296 -0.316010 5.708909
-120.711359 35.539640 27.000000 15.547805 -0.643806 5.575316
-120.705798 35.539640 27.000000 16.030418 -0.988468 5.423699
-120.700238 35.539640 27.000000 16.508769 -1.349997 5.253511
-120.694677 35.539640 27.000000 16.981422 -1.728313 5.064255
-120.689116 35.539640 27.000000 17.446877 -2.123259 4.855492
-120.683555 35.539640 27.000000 17.903573 -2.534585 4.626844
